PLAYER_ID,PLAYER_NAME,NBA_SEASON,SEASON_WEEK_ID,PTS,REB,AST,STL,BLK,TOV,FG3M,FG3A,FGM,FGA,FTM,FTA,DD,GAMES_PLAYED,FG_PCT,FT_PCT,FG3_PCT
1631105,Jalen Duren,2024-25,2024-25_W1,33,29,11,1,3,5,0,0,13,15,7,12,1,3,0.8666666666666667,0.5833333333333334,0.0
1631105,Jalen Duren,2024-25,2024-25_W10,33,32,5,3,4,3,0,0,16,23,1,2,2,3,0.6956521739130435,0.5,0.0
1631105,Jalen Duren,2024-25,2024-25_W11,40,42,12,3,6,7,0,0,16,26,8,11,1,4,0.6153846153846154,0.7272727272727273,0.0
1631105,Jalen Duren,2024-25,2024-25_W12,42,35,5,0,2,3,0,0,17,21,8,9,2,3,0.8095238095238095,0.8888888888888888,0.0
1631105,Jalen Duren,2024-25,2024-25_W13,40,34,6,5,5,10,0,0,19,24,2,2,2,3,0.7916666666666666,1.0,0.0
1631105,Jalen Duren,2024-25,2024-25_W14,63,52,13,4,4,7,0,0,26,38,11,15,4,4,0.6842105263157895,0.7333333333333333,0.0
1631105,Jalen Duren,2024-25,2024-25_W15,55,44,14,3,3,8,0,0,23,35,9,9,2,4,0.6571428571428571,1.0,0.0
1631105,Jalen Duren,2024-25,2024-25_W16,20,25,10,2,3,2,0,0,8,12,4,5,1,2,0.6666666666666666,0.8,0.0
1631105,Jalen Duren,2024-25,2024-25_W17,34,20,11,2,1,2,0,0,16,20,2,3,1,2,0.8,0.6666666666666666,0.0
1631105,Jalen Duren,2024-25,2024-25_W18,51,49,8,5,7,7,0,0,19,28,13,18,3,4,0.6785714285714286,0.7222222222222222,0.0
1631105,Jalen Duren,2024-25,2024-25_W19,54,40,10,6,4,7,0,0,20,29,14,21,3,4,0.6896551724137931,0.6666666666666666,0.0
1631105,Jalen Duren,2024-25,2024-25_W2,28,41,9,1,7,9,0,0,12,13,4,8,2,4,0.9230769230769232,0.5,0.0
1631105,Jalen Duren,2024-25,2024-25_W20,41,32,2,0,3,4,0,0,18,27,5,8,2,3,0.6666666666666666,0.625,0.0
1631105,Jalen Duren,2024-25,2024-25_W21,60,39,12,0,4,4,0,0,23,31,14,21,2,4,0.7419354838709677,0.6666666666666666,0.0
1631105,Jalen Duren,2024-25,2024-25_W22,43,28,10,2,1,3,0,0,18,28,7,12,2,3,0.6428571428571429,0.5833333333333334,0.0
1631105,Jalen Duren,2024-25,2024-25_W23,34,31,9,2,6,6,0,0,12,21,10,14,2,2,0.5714285714285714,0.7142857142857143,0.0
1631105,Jalen Duren,2024-25,2024-25_W24,39,39,15,2,3,6,0,0,18,25,3,8,2,4,0.72,0.375,0.0
1631105,Jalen Duren,2024-25,2024-25_W3,11,17,2,1,1,2,0,0,5,8,1,1,1,2,0.625,1.0,0.0
1631105,Jalen Duren,2024-25,2024-25_W4,40,38,13,1,3,8,0,0,17,23,6,14,1,4,0.7391304347826086,0.4285714285714285,0.0
1631105,Jalen Duren,2024-25,2024-25_W5,27,35,4,1,3,4,0,0,11,21,5,7,1,3,0.5238095238095238,0.7142857142857143,0.0
1631105,Jalen Duren,2024-25,2024-25_W6,37,31,11,0,9,9,0,0,13,22,11,17,2,4,0.5909090909090909,0.6470588235294118,0.0
1631105,Jalen Duren,2024-25,2024-25_W7,28,14,4,4,3,8,0,0,12,20,4,7,0,3,0.6,0.5714285714285714,0.0
1631105,Jalen Duren,2024-25,2024-25_W8,34,34,6,3,1,8,0,0,15,18,4,6,1,3,0.8333333333333334,0.6666666666666666,0.0
1631105,Jalen Duren,2024-25,2024-25_W9,31,26,7,3,3,4,0,0,11,18,9,12,1,3,0.6111111111111112,0.75,0.0
1631106,Tari Eason,2022-23,2022-23_W1,25,16,2,1,4,1,4,6,10,21,1,1,0,3,0.4761904761904761,1.0,0.6666666666666666
1631106,Tari Eason,2022-23,2022-23_W10,27,10,1,2,1,7,4,6,8,14,7,10,0,3,0.5714285714285714,0.7,0.6666666666666666
1631106,Tari Eason,2022-23,2022-23_W11,30,28,4,4,3,4,4,14,11,30,4,5,0,4,0.3666666666666666,0.8,0.2857142857142857
1631106,Tari Eason,2022-23,2022-23_W12,13,21,7,3,3,2,1,4,6,18,0,2,0,4,0.3333333333333333,0.0,0.25
1631106,Tari Eason,2022-23,2022-23_W13,25,10,3,4,2,2,2,5,11,17,1,1,0,3,0.6470588235294118,1.0,0.4
1631106,Tari Eason,2022-23,2022-23_W14,30,21,2,0,1,4,3,6,12,28,3,4,0,3,0.4285714285714285,0.75,0.5
1631106,Tari Eason,2022-23,2022-23_W15,50,33,8,5,5,9,1,7,22,40,5,8,2,4,0.55,0.625,0.1428571428571428
1631106,Tari Eason,2022-23,2022-23_W16,40,25,1,4,2,3,2,6,14,37,10,12,1,3,0.3783783783783784,0.8333333333333334,0.3333333333333333
1631106,Tari Eason,2022-23,2022-23_W17,22,12,2,1,2,3,1,4,9,17,3,5,0,3,0.5294117647058824,0.6,0.25
1631106,Tari Eason,2022-23,2022-23_W18,18,5,3,2,0,3,0,3,6,13,6,10,0,2,0.4615384615384615,0.6,0.0
1631106,Tari Eason,2022-23,2022-23_W19,21,16,4,6,0,3,2,5,8,20,3,5,1,2,0.4,0.6,0.4
1631106,Tari Eason,2022-23,2022-23_W2,27,20,2,6,0,2,2,7,11,27,3,4,0,4,0.4074074074074074,0.75,0.2857142857142857
1631106,Tari Eason,2022-23,2022-23_W20,64,32,6,5,5,5,5,11,25,45,9,13,1,4,0.5555555555555556,0.6923076923076923,0.4545454545454545
1631106,Tari Eason,2022-23,2022-23_W21,28,18,3,5,1,9,4,4,11,19,2,2,0,3,0.5789473684210527,1.0,1.0
1631106,Tari Eason,2022-23,2022-23_W22,27,24,2,3,3,4,1,10,10,26,6,8,0,4,0.3846153846153846,0.75,0.1
1631106,Tari Eason,2022-23,2022-23_W23,57,32,6,6,0,9,3,10,24,42,6,9,1,4,0.5714285714285714,0.6666666666666666,0.3
1631106,Tari Eason,2022-23,2022-23_W24,27,32,5,5,1,2,3,13,10,42,4,4,0,4,0.238095238095238,1.0,0.2307692307692307
1631106,Tari Eason,2022-23,2022-23_W25,34,22,7,5,4,7,2,6,14,29,4,5,0,3,0.4827586206896552,0.8,0.3333333333333333
1631106,Tari Eason,2022-23,2022-23_W3,29,14,4,3,3,4,2,4,11,22,5,7,0,3,0.5,0.7142857142857143,0.5
1631106,Tari Eason,2022-23,2022-23_W4,27,14,8,10,0,4,3,8,9,26,6,7,0,3,0.3461538461538461,0.8571428571428571,0.375
1631106,Tari Eason,2022-23,2022-23_W5,40,24,1,5,1,4,2,10,16,35,6,6,0,4,0.4571428571428571,1.0,0.2
1631106,Tari Eason,2022-23,2022-23_W6,13,13,0,3,0,2,1,2,5,17,2,2,0,2,0.2941176470588235,1.0,0.5
1631106,Tari Eason,2022-23,2022-23_W7,32,23,3,2,1,2,1,7,12,29,7,9,1,4,0.4137931034482758,0.7777777777777778,0.1428571428571428
1631106,Tari Eason,2022-23,2022-23_W8,26,13,2,5,2,1,4,6,10,17,2,2,0,3,0.5882352941176471,1.0,0.6666666666666666
1631106,Tari Eason,2022-23,2022-23_W9,28,18,2,1,3,5,2,8,11,29,4,4,0,3,0.3793103448275862,1.0,0.25
1631106,Tari Eason,2023-24,2023-24_W1,19,20,4,1,3,2,3,7,8,22,0,0,0,3,0.3636363636363636,0.0,0.4285714285714285
1631106,Tari Eason,2023-24,2023-24_W2,14,11,0,1,3,1,0,2,7,11,0,2,0,2,0.6363636363636364,0.0,0.0
1631106,Tari Eason,2023-24,2023-24_W3,13,9,3,2,1,1,3,5,5,10,0,0,0,2,0.5,0.0,0.6
1631106,Tari Eason,2023-24,2023-24_W4,21,17,2,1,5,3,0,2,8,17,5,7,0,3,0.4705882352941176,0.7142857142857143,0.0
1631106,Tari Eason,2023-24,2023-24_W5,12,16,6,0,2,1,2,6,2,10,6,8,0,2,0.2,0.75,0.3333333333333333
1631106,Tari Eason,2023-24,2023-24_W6,65,42,4,7,2,7,7,12,27,48,4,7,2,4,0.5625,0.5714285714285714,0.5833333333333334
1631106,Tari Eason,2023-24,2023-24_W7,22,12,2,6,1,2,0,4,9,24,4,5,0,2,0.375,0.8,0.0
