sim_num,team_a_cats,team_b_cats,ties,winner,team_a_FGM,team_a_FGA,team_a_FTM,team_a_FTA,team_a_FG3M,team_a_FG3A,team_a_PTS,team_a_REB,team_a_AST,team_a_STL,team_a_BLK,team_a_TOV,team_a_DD,team_b_FGM,team_b_FGA,team_b_FTM,team_b_FTA,team_b_FG3M,team_b_FG3A,team_b_PTS,team_b_REB,team_b_AST,team_b_STL,team_b_BLK,team_b_TOV,team_b_DD
381,4,7,0,B,205,429,79,115,44,130,511,183,112,34,27,60,6,228,402,78,112,16,117,538,199,122,27,13,54,7
382,5,4,2,A,170,402,89,113,29,128,547,163,105,21,24,56,5,174,357,91,121,32,136,508,179,102,21,8,60,5
383,4,7,0,B,196,412,128,147,27,127,422,151,117,22,22,44,5,197,394,87,103,43,119,493,176,147,18,21,69,7
384,3,8,0,B,174,392,124,165,30,155,468,152,99,20,23,56,2,208,395,84,119,23,88,519,172,139,28,14,43,5
385,5,6,0,B,198,400,116,158,38,158,457,208,78,31,22,59,7,174,345,89,142,34,117,586,196,123,19,14,58,8
386,7,4,0,A,188,417,116,146,44,168,582,164,94,33,21,47,6,185,361,75,102,38,105,564,168,111,32,20,66,5
387,4,7,0,B,157,389,109,139,25,163,582,156,82,13,21,47,4,184,344,75,103,38,107,438,171,138,24,10,54,5
388,5,6,0,B,202,403,98,151,24,124,485,186,133,37,30,51,3,178,351,56,88,27,119,517,169,99,34,11,47,5
389,5,5,1,TIE,213,436,66,93,45,161,444,192,106,28,23,39,5,195,345,86,128,32,108,529,186,122,35,14,47,5
390,6,5,0,A,177,367,77,139,45,154,420,197,132,19,24,30,8,191,389,105,146,22,89,499,144,148,24,20,48,3
391,5,6,0,B,182,403,124,156,37,146,571,159,86,27,24,70,4,165,335,97,159,29,115,482,191,113,46,13,54,7
392,9,2,0,A,184,400,78,108,37,164,559,212,146,29,23,59,9,183,348,90,145,28,128,440,143,120,27,10,51,6
393,3,7,1,B,177,439,83,141,31,166,501,119,105,29,32,39,4,233,408,89,128,36,103,482,165,113,33,13,47,4
394,3,8,0,B,185,379,101,128,41,164,530,151,113,23,23,60,6,212,372,88,137,27,103,583,178,138,32,5,48,8
395,7,4,0,A,167,386,108,147,41,145,566,216,101,24,21,54,8,182,363,69,119,24,100,509,180,123,44,13,52,6
396,4,7,0,B,192,406,106,162,39,145,492,174,109,27,38,64,4,153,346,71,107,35,108,500,173,124,37,14,35,6
397,4,7,0,B,181,374,88,150,49,177,512,201,101,17,28,59,5,197,369,83,128,31,122,439,216,139,31,10,43,9
398,2,8,1,B,203,415,66,114,35,161,524,181,82,36,19,61,5,190,347,101,146,39,138,529,227,108,31,16,38,5
399,8,3,0,A,208,400,90,132,48,154,519,174,105,37,34,51,8,183,405,114,162,33,140,498,161,119,20,17,39,4
400,4,7,0,B,168,433,69,103,28,150,463,153,125,37,22,56,3,189,397,69,108,36,124,495,162,124,25,16,36,6
401,3,8,0,B,144,400,105,153,28,139,520,170,89,25,26,35,5,201,395,76,99,32,116,505,191,130,34,10,53,9
402,5,6,0,B,211,418,70,103,32,145,509,180,116,31,25,48,1,200,403,112,147,28,117,452,190,153,23,20,43,8
403,5,5,1,TIE,209,434,96,135,29,128,523,179,75,29,29,51,4,216,397,74,105,40,112,469,149,116,25,11,46,4
404,6,5,0,A,155,395,118,142,45,147,491,210,129,29,32,54,3,156,350,79,123,30,129,563,175,132,26,7,53,6
405,4,7,0,B,150,351,81,117,28,150,449,169,71,42,22,49,2,176,392,74,113,21,101,582,191,131,32,14,45,6
406,5,6,0,B,199,387,103,145,42,136,458,163,112,32,13,45,4,193,372,99,144,28,122,529,173,132,28,17,60,5
407,3,8,0,B,186,380,59,76,28,143,468,123,100,27,17,55,0,230,424,119,178,46,120,500,160,102,31,11,61,3
408,7,4,0,A,181,418,102,128,53,175,487,152,104,31,28,46,5,167,383,101,143,19,118,499,168,100,16,14,48,6
409,7,4,0,A,178,398,107,151,47,152,479,166,107,36,21,33,3,201,373,95,133,30,117,441,155,132,33,11,52,4
