FGA,FTA,FG3A,FGM,FTM,FG3M,PTS,REB,AST,STL,BLK,TOV,DD,sim_num,game_num,player_name
13,4,1,4,1,0,13,1,2,2,1,3,0,62,0,Amen Thompson
9,4,2,3,3,0,11,7,2,1,1,2,0,62,1,Amen Thompson
11,6,4,4,3,1,8,9,7,1,0,4,0,62,2,Amen Thompson
11,3,8,3,3,1,11,5,1,0,0,1,0,62,0,Trey Murphy III
10,2,3,4,2,0,8,1,2,2,0,0,0,62,1,Trey Murphy III
7,1,3,0,1,0,13,5,2,0,0,0,0,62,2,Trey Murphy III
3,1,4,2,0,1,9,2,2,2,0,5,0,62,0,Dyson Daniels
4,1,1,1,0,0,4,3,2,3,0,1,0,62,1,Dyson Daniels
8,1,1,3,0,0,9,2,0,3,0,1,0,62,2,Dyson Daniels
17,1,2,5,1,0,14,3,4,1,0,1,0,62,0,Norman Powell
23,3,7,12,3,4,27,4,4,1,1,1,0,62,1,Norman Powell
11,3,7,5,3,4,16,6,3,1,0,1,0,62,2,Norman Powell
9,4,5,4,4,1,12,3,8,0,0,2,0,62,0,Immanuel Quickley
13,1,5,5,0,0,10,3,4,2,0,0,0,62,1,Immanuel Quickley
15,3,5,5,3,0,18,5,5,3,0,0,0,62,2,Immanuel Quickley
6,3,1,1,2,0,11,7,3,0,0,0,0,62,0,Toumani Camara
9,2,7,5,2,1,7,3,2,2,0,1,0,62,1,Toumani Camara
10,1,4,2,1,2,7,2,2,0,0,0,0,62,2,Toumani Camara
5,1,6,1,1,1,14,5,1,1,1,1,0,62,0,Jabari Smith Jr.
12,1,7,6,1,2,20,8,0,1,1,1,0,62,1,Jabari Smith Jr.
12,2,2,4,0,1,12,7,1,0,0,1,0,62,2,Jabari Smith Jr.
7,2,6,1,2,1,6,5,1,3,0,3,0,62,0,Kyshawn George
5,2,4,2,2,2,12,6,1,1,0,0,0,62,1,Kyshawn George
8,3,6,1,2,1,6,4,4,3,1,2,0,62,2,Kyshawn George
9,2,3,5,0,1,13,2,1,0,0,1,0,62,0,Rui Hachimura
5,1,4,4,0,3,14,6,7,0,0,1,0,62,1,Rui Hachimura
9,1,1,5,0,0,5,2,3,0,0,2,0,62,2,Rui Hachimura
2,4,1,2,1,0,3,3,0,1,1,1,0,62,0,Moussa Diabate
4,1,1,2,0,0,7,5,1,0,1,1,0,62,1,Moussa Diabate
8,2,1,5,1,0,4,3,0,0,0,1,0,62,2,Moussa Diabate
16,1,2,5,0,0,4,6,5,1,0,2,0,63,0,Amen Thompson
11,2,1,5,2,0,13,6,6,2,0,5,0,63,1,Amen Thompson
13,3,2,5,2,0,12,8,2,0,1,4,0,63,2,Amen Thompson
18,1,7,6,1,2,13,6,1,0,0,0,0,63,0,Trey Murphy III
9,3,5,4,2,1,15,7,1,0,0,2,0,63,1,Trey Murphy III
11,2,4,5,2,1,15,8,2,0,0,1,0,63,2,Trey Murphy III
1,1,1,1,0,0,3,1,3,2,0,4,0,63,0,Dyson Daniels
8,1,2,4,0,1,3,2,3,1,0,2,0,63,1,Dyson Daniels
5,1,1,3,0,0,6,2,3,0,0,4,0,63,2,Dyson Daniels
13,3,7,7,2,2,24,3,1,2,1,3,0,63,0,Norman Powell
21,2,11,9,2,6,20,4,0,1,1,4,0,63,1,Norman Powell
12,3,6,5,3,3,16,4,1,0,3,2,0,63,2,Norman Powell
10,3,7,3,3,3,15,1,4,1,0,1,0,63,0,Immanuel Quickley
12,4,4,7,4,2,16,3,7,1,0,3,0,63,1,Immanuel Quickley
18,5,4,7,5,2,10,2,5,3,0,1,0,63,2,Immanuel Quickley
6,1,3,2,1,0,6,3,3,1,0,1,0,63,0,Toumani Camara
6,1,3,1,0,0,8,4,2,2,0,1,0,63,1,Toumani Camara
9,3,6,3,3,0,9,6,7,1,0,0,0,63,2,Toumani Camara
10,1,8,5,0,1,14,5,1,0,1,3,0,63,0,Jabari Smith Jr.
7,2,6,3,0,2,9,7,2,1,2,0,0,63,1,Jabari Smith Jr.
10,2,1,6,1,0,17,8,1,2,0,1,0,63,2,Jabari Smith Jr.
5,1,8,4,1,1,14,5,5,0,2,2,0,63,0,Kyshawn George
11,1,1,5,1,0,12,3,2,0,0,1,0,63,1,Kyshawn George
12,2,3,6,0,1,8,2,4,0,1,1,0,63,2,Kyshawn George
9,2,5,5,0,3,9,5,2,0,0,0,0,63,0,Rui Hachimura
7,1,3,1,0,0,8,3,1,0,0,1,0,63,1,Rui Hachimura
10,2,2,6,2,0,11,5,1,0,0,1,0,63,2,Rui Hachimura
1,1,1,1,0,0,6,5,0,0,0,2,0,63,0,Moussa Diabate
5,1,1,2,0,0,6,5,0,0,0,2,0,63,1,Moussa Diabate
4,1,1,2,0,0,7,3,0,2,1,0,0,63,2,Moussa Diabate
13,3,5,7,3,0,8,5,6,2,2,2,0,64,0,Amen Thompson
9,4,1,4,3,0,13,6,2,1,0,3,0,64,1,Amen Thompson
7,1,1,5,1,0,8,6,6,2,2,4,0,64,2,Amen Thompson
10,3,8,3,3,3,17,8,0,1,1,1,0,64,0,Trey Murphy III
13,1,6,3,1,3,9,2,2,1,0,3,0,64,1,Trey Murphy III
6,1,4,1,0,1,14,6,2,1,0,1,0,64,2,Trey Murphy III
5,1,1,2,0,0,8,2,2,0,0,0,0,64,0,Dyson Daniels
5,1,2,4,0,0,7,5,2,1,0,0,0,64,1,Dyson Daniels
7,1,2,3,0,2,5,2,4,2,0,1,0,64,2,Dyson Daniels
7,6,8,4,3,2,16,4,0,1,0,1,0,64,0,Norman Powell
15,4,11,8,4,6,23,5,0,3,1,4,0,64,1,Norman Powell
14,6,6,7,4,2,19,5,2,0,1,2,0,64,2,Norman Powell
15,4,4,6,3,1,17,7,3,0,0,2,0,64,0,Immanuel Quickley
7,7,14,3,5,3,14,4,6,0,0,1,0,64,1,Immanuel Quickley
11,4,8,7,3,4,10,2,4,0,0,4,0,64,2,Immanuel Quickley
10,1,2,4,1,1,8,6,2,0,0,0,0,64,0,Toumani Camara
9,2,4,6,0,0,10,2,2,0,0,1,0,64,1,Toumani Camara
5,1,3,2,1,1,6,6,3,1,0,1,0,64,2,Toumani Camara
9,1,4,4,0,0,15,10,1,0,0,2,1,64,0,Jabari Smith Jr.
14,1,4,5,0,1,13,7,0,1,0,0,0,64,1,Jabari Smith Jr.
7,1,4,6,0,0,13,9,1,1,0,0,0,64,2,Jabari Smith Jr.
4,2,8,0,0,0,14,5,4,1,0,3,0,64,0,Kyshawn George
6,3,8,1,1,1,9,7,0,0,1,0,0,64,1,Kyshawn George
9,1,10,4,0,4,13,5,2,0,0,0,0,64,2,Kyshawn George
7,2,8,2,2,2,12,6,2,0,0,0,0,64,0,Rui Hachimura
8,1,3,3,0,1,15,4,3,1,0,1,0,64,1,Rui Hachimura
7,2,3,1,0,1,12,4,1,0,0,2,0,64,2,Rui Hachimura
5,4,1,3,3,0,13,4,0,1,0,1,0,64,0,Moussa Diabate
2,1,1,2,1,0,5,5,1,0,0,1,0,64,1,Moussa Diabate
1,1,1,0,0,0,2,4,1,0,1,2,0,64,2,Moussa Diabate
8,1,3,2,1,1,10,10,1,1,1,1,1,65,0,Amen Thompson
8,4,2,5,4,0,18,6,3,1,0,2,0,65,1,Amen Thompson
14,2,3,9,0,0,10,6,6,1,0,6,0,65,2,Amen Thompson
13,1,5,5,1,3,13,6,3,0,0,0,0,65,0,Trey Murphy III
8,1,9,1,1,1,17,4,4,0,0,0,0,65,1,Trey Murphy III
12,2,7,5,2,3,18,8,1,0,0,1,0,65,2,Trey Murphy III
4,1,1,2,0,0,6,2,4,2,0,2,0,65,0,Dyson Daniels
6,1,1,2,0,0,4,8,5,1,1,4,0,65,1,Dyson Daniels
4,1,2,2,0,1,1,2,1,4,1,3,0,65,2,Dyson Daniels
14,5,1,6,4,1,29,1,2,1,0,1,0,65,0,Norman Powell
14,4,8,7,2,3,21,2,0,0,1,2,0,65,1,Norman Powell
11,6,1,5,4,0,19,3,1,1,0,1,0,65,2,Norman Powell
12,6,8,5,4,2,12,8,6,1,0,0,0,65,0,Immanuel Quickley
6,3,9,4,2,3,19,3,5,0,0,4,0,65,1,Immanuel Quickley
15,5,5,5,3,2,10,4,8,0,0,3,0,65,2,Immanuel Quickley
7,2,2,2,2,0,2,7,1,0,0,0,0,65,0,Toumani Camara
5,1,7,1,0,1,6,1,2,1,0,1,0,65,1,Toumani Camara
14,1,6,7,0,2,11,5,2,1,1,0,0,65,2,Toumani Camara
10,1,7,5,1,1,18,3,2,2,1,1,0,65,0,Jabari Smith Jr.
9,1,7,5,1,1,14,6,2,1,0,1,0,65,1,Jabari Smith Jr.
13,1,3,4,0,0,17,8,1,0,0,1,0,65,2,Jabari Smith Jr.
10,2,3,2,1,1,10,1,1,0,1,1,0,65,0,Kyshawn George
14,2,9,3,0,3,7,1,2,1,2,0,0,65,1,Kyshawn George
10,1,2,1,0,0,13,4,4,2,0,0,0,65,2,Kyshawn George
11,1,3,7,0,1,11,6,3,0,2,2,0,65,0,Rui Hachimura
10,3,9,5,1,5,17,3,2,0,0,0,0,65,1,Rui Hachimura
7,1,2,2,1,1,17,1,2,0,0,1,0,65,2,Rui Hachimura
2,3,1,2,1,0,6,5,0,0,1,2,0,65,0,Moussa Diabate
5,3,1,2,1,0,8,9,0,0,0,1,0,65,1,Moussa Diabate
3,3,1,1,1,0,6,5,0,0,1,0,0,65,2,Moussa Diabate
10,4,1,4,3,0,15,6,6,0,0,5,0,66,0,Amen Thompson
12,3,4,5,1,0,10,4,2,1,0,1,0,66,1,Amen Thompson
7,3,2,4,2,1,18,5,1,1,1,3,0,66,2,Amen Thompson
9,2,3,0,2,0,8,3,2,2,0,3,0,66,0,Trey Murphy III
15,1,6,5,1,2,7,3,2,2,0,3,0,66,1,Trey Murphy III
11,1,3,6,1,1,9,11,4,0,0,1,0,66,2,Trey Murphy III
4,1,3,0,0,0,5,3,0,1,1,2,0,66,0,Dyson Daniels
3,1,1,1,0,0,4,6,0,1,0,3,0,66,1,Dyson Daniels
2,1,3,1,0,1,6,1,3,2,0,3,0,66,2,Dyson Daniels
25,4,7,8,3,5,20,3,2,3,1,4,0,66,0,Norman Powell
9,4,10,5,3,5,21,4,2,0,0,1,0,66,1,Norman Powell
17,1,5,9,0,3,18,5,2,1,0,5,0,66,2,Norman Powell
11,3,6,3,2,1,14,2,4,0,0,2,0,66,0,Immanuel Quickley
10,1,6,5,1,1,12,3,6,0,0,3,0,66,1,Immanuel Quickley
16,3,7,6,3,2,13,3,6,2,0,1,0,66,2,Immanuel Quickley
9,2,3,5,2,0,12,0,3,0,0,0,0,66,0,Toumani Camara
4,2,2,1,2,0,13,5,2,0,1,0,0,66,1,Toumani Camara
10,1,3,2,1,0,11,1,2,1,1,3,0,66,2,Toumani Camara
20,1,6,11,1,2,18,7,0,0,1,0,0,66,0,Jabari Smith Jr.
13,1,5,5,1,2,22,8,2,0,1,0,0,66,1,Jabari Smith Jr.
12,2,9,4,1,2,13,9,0,2,0,1,0,66,2,Jabari Smith Jr.
9,2,4,5,2,1,4,4,3,3,1,3,0,66,0,Kyshawn George
6,1,1,2,0,0,13,3,3,1,1,2,0,66,1,Kyshawn George
13,4,8,3,1,1,5,6,0,0,0,3,0,66,2,Kyshawn George
4,1,3,4,1,0,15,4,1,0,2,0,0,66,0,Rui Hachimura
6,1,3,1,0,0,7,2,0,0,0,0,0,66,1,Rui Hachimura
5,1,2,0,1,0,15,6,1,1,0,1,0,66,2,Rui Hachimura
1,4,1,0,1,0,4,2,0,1,1,3,0,66,0,Moussa Diabate
1,1,1,0,0,0,2,2,0,0,0,1,0,66,1,Moussa Diabate
3,2,1,1,0,0,5,6,0,0,0,0,0,66,2,Moussa Diabate
9,1,4,4,0,0,13,12,4,4,3,2,1,67,0,Amen Thompson
9,2,1,4,2,0,9,4,2,1,1,1,0,67,1,Amen Thompson
6,3,1,3,1,0,12,5,4,0,0,2,0,67,2,Amen Thompson
13,1,1,5,0,0,13,4,4,0,0,2,0,67,0,Trey Murphy III
15,4,3,9,1,1,12,3,5,0,1,0,0,67,1,Trey Murphy III
12,3,8,6,2,0,14,6,2,0,0,1,0,67,2,Trey Murphy III
4,1,2,3,0,1,3,4,3,2,0,1,0,67,0,Dyson Daniels
2,1,1,2,0,0,0,5,3,1,0,2,0,67,1,Dyson Daniels
3,1,3,2,0,0,4,4,3,1,0,1,0,67,2,Dyson Daniels
18,7,1,10,6,1,22,4,5,2,1,3,0,67,0,Norman Powell
15,5,9,8,2,5,13,6,6,1,0,3,0,67,1,Norman Powell
23,8,10,10,4,5,28,8,2,1,1,2,0,67,2,Norman Powell
8,2,5,3,1,1,24,3,7,1,0,3,0,67,0,Immanuel Quickley
14,2,7,3,2,1,14,4,5,1,0,0,0,67,1,Immanuel Quickley
15,4,4,6,4,1,11,5,4,1,0,3,0,67,2,Immanuel Quickley
6,1,5,3,1,1,12,7,1,1,1,0,0,67,0,Toumani Camara
11,1,1,6,1,1,8,9,4,1,0,1,0,67,1,Toumani Camara
7,1,1,4,0,0,8,6,2,0,0,0,0,67,2,Toumani Camara
15,1,11,8,1,3,14,13,2,0,1,0,1,67,0,Jabari Smith Jr.
13,1,10,7,1,4,12,9,1,0,1,0,0,67,1,Jabari Smith Jr.
15,1,5,10,0,2,7,9,1,1,0,0,0,67,2,Jabari Smith Jr.
8,1,5,3,0,0,8,5,4,1,3,1,0,67,0,Kyshawn George
7,1,1,4,1,1,8,7,2,1,0,0,0,67,1,Kyshawn George
9,3,6,3,1,1,13,7,0,0,2,1,0,67,2,Kyshawn George
14,1,2,8,1,0,11,3,3,0,0,2,0,67,0,Rui Hachimura
10,4,2,5,1,1,9,2,1,0,0,1,0,67,1,Rui Hachimura
9,1,11,5,0,5,9,1,4,0,0,0,0,67,2,Rui Hachimura
7,3,1,4,2,0,4,5,0,0,1,0,0,67,0,Moussa Diabate
4,1,1,1,0,0,6,3,0,0,1,0,0,67,1,Moussa Diabate
8,1,1,5,0,0,5,3,0,0,0,0,0,67,2,Moussa Diabate
11,4,5,4,4,0,6,7,8,0,1,2,0,68,0,Amen Thompson
12,1,5,6,1,0,14,3,6,4,3,1,0,68,1,Amen Thompson
12,1,1,5,1,0,13,8,2,2,0,1,0,68,2,Amen Thompson
13,2,6,6,2,3,15,5,4,0,0,0,0,68,0,Trey Murphy III
14,2,4,4,0,2,16,6,3,2,2,0,0,68,1,Trey Murphy III
13,2,7,5,1,1,12,3,0,2,1,1,0,68,2,Trey Murphy III
4,1,2,0,1,0,3,1,2,0,0,6,0,68,0,Dyson Daniels
3,1,2,2,1,0,6,4,1,3,0,2,0,68,1,Dyson Daniels
7,1,2,1,0,0,8,1,2,1,0,1,0,68,2,Dyson Daniels
18,6,12,10,2,4,18,6,2,2,2,3,0,68,0,Norman Powell
12,2,4,4,2,3,13,7,2,1,0,2,0,68,1,Norman Powell
13,2,5,9,0,4,24,2,0,2,0,0,0,68,2,Norman Powell
13,1,4,4,0,0,12,0,7,0,0,1,0,68,0,Immanuel Quickley
8,2,7,2,2,1,10,3,7,0,0,3,0,68,1,Immanuel Quickley
18,4,10,10,3,1,16,1,8,0,0,4,0,68,2,Immanuel Quickley
5,4,5,1,3,1,10,5,1,0,1,0,0,68,0,Toumani Camara
6,1,5,2,1,2,7,6,4,1,0,0,0,68,1,Toumani Camara
2,1,4,0,1,0,11,4,3,1,0,1,0,68,2,Toumani Camara
9,1,4,4,1,3,15,6,0,0,1,0,0,68,0,Jabari Smith Jr.
18,2,3,9,1,1,9,8,1,1,0,2,0,68,1,Jabari Smith Jr.
12,2,3,9,0,0,11,7,0,1,0,1,0,68,2,Jabari Smith Jr.
5,2,3,2,1,2,12,8,2,1,1,2,0,68,0,Kyshawn George
6,1,3,0,0,0,11,1,3,0,2,1,0,68,1,Kyshawn George
8,1,5,2,0,0,4,1,1,1,1,1,0,68,2,Kyshawn George
3,1,3,1,0,1,6,4,3,0,0,1,0,68,0,Rui Hachimura
13,1,2,7,1,0,14,3,3,0,0,1,0,68,1,Rui Hachimura
8,2,4,4,1,2,10,4,4,1,1,1,0,68,2,Rui Hachimura
5,5,1,3,3,0,4,1,0,0,0,1,0,68,0,Moussa Diabate
2,1,1,0,0,0,8,4,0,1,0,1,0,68,1,Moussa Diabate
7,3,1,4,2,0,11,7,0,0,0,0,0,68,2,Moussa Diabate
12,2,5,4,0,0,15,6,4,1,1,1,0,69,0,Amen Thompson
10,3,4,4,3,1,10,2,3,1,1,2,0,69,1,Amen Thompson
13,1,1,3,0,0,11,6,4,1,0,3,0,69,2,Amen Thompson
9,1,7,6,0,1,11,6,1,1,0,2,0,69,0,Trey Murphy III
15,1,5,7,1,0,15,9,1,1,0,3,0,69,1,Trey Murphy III
14,1,6,6,1,0,9,4,0,0,0,2,0,69,2,Trey Murphy III
4,1,2,3,0,1,4,2,1,0,0,4,0,69,0,Dyson Daniels
3,1,1,1,0,0,3,2,5,1,0,2,0,69,1,Dyson Daniels
2,1,5,1,0,1,6,6,5,4,0,1,0,69,2,Dyson Daniels
12,5,5,4,4,2,23,7,3,0,0,3,0,69,0,Norman Powell
14,3,7,5,3,3,14,5,2,3,0,4,0,69,1,Norman Powell
15,5,5,5,2,4,18,5,3,1,1,3,0,69,2,Norman Powell
12,3,1,7,1,1,20,4,3,3,0,1,0,69,0,Immanuel Quickley
10,4,4,1,2,1,14,6,10,1,0,2,1,69,1,Immanuel Quickley
6,3,1,2,1,0,11,5,9,0,0,1,0,69,2,Immanuel Quickley
4,3,1,1,2,0,12,7,3,4,1,2,0,69,0,Toumani Camara
8,1,3,4,1,2,14,4,1,0,1,0,0,69,1,Toumani Camara
13,3,3,6,2,0,6,6,1,0,1,1,0,69,2,Toumani Camara
12,3,1,5,1,1,10,7,0,0,0,0,0,69,0,Jabari Smith Jr.
14,1,7,6,0,2,17,9,2,0,0,0,0,69,1,Jabari Smith Jr.
13,1,4,5,0,2,17,5,1,0,1,2,0,69,2,Jabari Smith Jr.
11,2,4,5,1,0,6,3,2,1,1,4,0,69,0,Kyshawn George
10,1,5,4,0,0,8,9,1,0,0,2,0,69,1,Kyshawn George
4,1,5,2,1,2,9,5,3,0,2,1,0,69,2,Kyshawn George
10,1,3,6,0,0,19,3,2,1,0,0,0,69,0,Rui Hachimura
11,3,1,4,2,0,6,6,3,1,0,2,0,69,1,Rui Hachimura
4,2,4,3,0,2,14,2,3,1,1,2,0,69,2,Rui Hachimura
2,1,1,0,0,0,9,4,0,0,1,2,0,69,0,Moussa Diabate
2,1,1,1,1,0,5,1,0,3,0,1,0,69,1,Moussa Diabate
2,2,1,1,2,0,11,5,0,1,0,0,0,69,2,Moussa Diabate
13,5,3,6,3,0,12,7,2,1,0,5,0,70,0,Amen Thompson
10,2,3,5,2,0,11,4,3,1,0,4,0,70,1,Amen Thompson
8,1,8,5,1,0,16,5,2,0,0,0,0,70,2,Amen Thompson
14,3,8,5,3,2,6,5,2,2,0,0,0,70,0,Trey Murphy III
7,2,7,1,1,0,10,2,1,2,1,1,0,70,1,Trey Murphy III
13,3,3,4,2,0,11,6,1,0,0,1,0,70,2,Trey Murphy III
3,1,1,1,0,1,6,3,2,3,0,0,0,70,0,Dyson Daniels
2,1,1,2,0,0,10,3,1,1,0,2,0,70,1,Dyson Daniels
3,1,1,0,0,0,6,1,0,6,0,2,0,70,2,Dyson Daniels
16,5,4,12,4,2,25,4,1,0,1,2,0,70,0,Norman Powell
12,6,7,4,5,3,14,5,3,1,1,0,0,70,1,Norman Powell
17,8,4,10,6,0,18,4,0,0,0,2,0,70,2,Norman Powell
13,6,7,5,4,2,11,4,4,1,0,1,0,70,0,Immanuel Quickley
11,4,4,6,2,0,22,2,4,1,0,3,0,70,1,Immanuel Quickley
7,6,8,4,4,1,14,4,6,1,0,2,0,70,2,Immanuel Quickley
8,1,4,3,1,2,4,3,5,1,2,0,0,70,0,Toumani Camara
17,2,5,5,1,1,5,4,2,0,0,0,0,70,1,Toumani Camara
8,1,5,4,1,2,6,7,4,0,0,0,0,70,2,Toumani Camara
16,3,6,9,1,0,17,5,0,0,0,1,0,70,0,Jabari Smith Jr.
7,4,5,2,1,1,7,13,1,1,0,0,0,70,1,Jabari Smith Jr.
13,4,6,7,2,1,16,5,0,0,1,0,0,70,2,Jabari Smith Jr.
10,4,5,4,1,2,11,4,2,1,1,1,0,70,0,Kyshawn George
8,2,3,4,1,0,11,4,2,0,0,0,0,70,1,Kyshawn George
9,2,4,4,1,1,15,8,3,2,2,2,0,70,2,Kyshawn George
6,4,7,3,3,3,11,4,3,0,1,0,0,70,0,Rui Hachimura
13,1,6,7,0,4,7,2,1,0,0,1,0,70,1,Rui Hachimura
6,1,4,3,0,1,16,3,0,0,1,1,0,70,2,Rui Hachimura
4,4,1,1,3,0,3,3,0,1,1,1,0,70,0,Moussa Diabate
3,1,1,3,0,0,5,5,0,1,0,1,0,70,1,Moussa Diabate
4,1,1,3,1,0,4,7,0,0,2,0,0,70,2,Moussa Diabate
7,2,1,3,2,0,14,9,2,0,0,4,0,71,0,Amen Thompson
14,4,3,5,4,0,13,5,2,1,0,1,0,71,1,Amen Thompson
9,3,2,4,3,0,8,7,2,0,0,2,0,71,2,Amen Thompson
12,1,5,4,1,1,8,3,6,0,0,1,0,71,0,Trey Murphy III
10,4,6,2,3,2,14,6,3,0,0,1,0,71,1,Trey Murphy III
13,2,5,7,2,3,8,7,0,0,0,2,0,71,2,Trey Murphy III
4,1,2,0,0,0,5,2,4,3,0,0,0,71,0,Dyson Daniels
5,2,1,3,0,0,5,1,3,1,0,2,0,71,1,Dyson Daniels
1,2,1,1,1,1,8,2,1,1,0,2,0,71,2,Dyson Daniels
18,5,6,9,4,2,32,5,4,0,0,0,0,71,0,Norman Powell
20,2,6,12,2,3,23,7,3,2,1,0,0,71,1,Norman Powell
15,6,8,9,4,4,22,2,5,3,0,1,0,71,2,Norman Powell
15,5,9,6,5,0,19,2,7,2,0,2,0,71,0,Immanuel Quickley
9,2,5,2,2,0,13,2,6,0,0,2,0,71,1,Immanuel Quickley
14,1,8,3,1,0,12,4,1,1,0,2,0,71,2,Immanuel Quickley
8,1,2,5,0,1,7,4,3,0,0,4,0,71,0,Toumani Camara
2,1,1,1,0,1,3,11,4,2,2,2,0,71,1,Toumani Camara
7,2,4,2,1,2,7,7,2,0,1,0,0,71,2,Toumani Camara
21,1,3,7,1,2,9,11,2,0,0,1,0,71,0,Jabari Smith Jr.
18,1,5,9,1,1,13,4,1,0,0,0,0,71,1,Jabari Smith Jr.
14,2,4,8,1,0,19,1,0,2,0,0,0,71,2,Jabari Smith Jr.
7,3,7,3,2,0,8,4,2,0,0,3,0,71,0,Kyshawn George
5,1,1,0,0,0,10,8,1,1,1,1,0,71,1,Kyshawn George
7,1,7,1,1,1,8,4,2,0,2,0,0,71,2,Kyshawn George
5,1,2,3,0,1,10,3,3,0,0,2,0,71,0,Rui Hachimura
12,1,4,3,0,1,10,2,2,0,1,2,0,71,1,Rui Hachimura
11,1,2,2,1,2,20,7,3,0,0,3,0,71,2,Rui Hachimura
3,3,1,3,2,0,9,5,1,2,1,0,0,71,0,Moussa Diabate
2,1,1,2,1,0,10,6,1,1,0,0,0,71,1,Moussa Diabate
1,2,1,1,1,0,10,1,0,0,0,0,0,71,2,Moussa Diabate
11,2,2,5,1,0,10,4,2,0,0,0,0,72,0,Amen Thompson
8,2,4,4,1,0,13,9,2,1,1,3,0,72,1,Amen Thompson
8,5,2,7,1,1,12,6,4,3,0,2,0,72,2,Amen Thompson
10,1,5,4,0,2,11,6,3,0,0,0,0,72,0,Trey Murphy III
6,1,11,2,1,1,9,7,3,0,1,1,0,72,1,Trey Murphy III
13,4,9,6,3,1,13,4,1,0,0,0,0,72,2,Trey Murphy III
1,1,2,0,0,0,1,5,1,0,0,5,0,72,0,Dyson Daniels
3,1,2,0,1,0,6,3,5,1,1,0,0,72,1,Dyson Daniels
3,1,2,3,0,0,9,2,7,1,0,2,0,72,2,Dyson Daniels
16,4,7,10,3,3,26,5,1,1,1,0,0,72,0,Norman Powell
17,5,2,10,4,1,17,8,4,2,1,0,0,72,1,Norman Powell
14,6,7,8,4,0,15,3,7,1,0,3,0,72,2,Norman Powell
9,5,6,5,2,3,9,2,1,1,0,2,0,72,0,Immanuel Quickley
19,2,6,9,2,1,2,3,5,1,0,2,0,72,1,Immanuel Quickley
12,8,4,6,7,2,7,3,4,0,0,3,0,72,2,Immanuel Quickley
5,1,4,2,0,2,8,8,2,0,2,0,0,72,0,Toumani Camara
5,3,1,4,2,0,11,5,3,0,1,1,0,72,1,Toumani Camara
12,5,6,4,4,3,11,4,1,1,1,0,0,72,2,Toumani Camara
11,5,1,6,2,0,15,3,0,0,0,1,0,72,0,Jabari Smith Jr.
12,1,4,6,1,2,14,16,2,0,0,0,1,72,1,Jabari Smith Jr.
13,2,7,5,1,1,15,7,0,4,0,1,0,72,2,Jabari Smith Jr.
9,1,3,5,0,1,4,5,2,2,0,1,0,72,0,Kyshawn George
11,6,3,4,3,2,13,3,3,1,4,0,0,72,1,Kyshawn George
14,1,5,6,1,3,8,3,4,3,0,3,0,72,2,Kyshawn George
8,1,5,5,0,1,12,4,5,1,0,0,0,72,0,Rui Hachimura
12,4,7,7,1,3,13,5,1,0,0,1,0,72,1,Rui Hachimura
7,1,3,3,0,1,7,7,4,0,0,1,0,72,2,Rui Hachimura
4,1,1,3,1,0,7,6,0,1,0,1,0,72,0,Moussa Diabate
1,3,1,1,0,0,3,3,0,0,0,0,0,72,1,Moussa Diabate
3,1,2,0,0,0,6,5,0,0,0,2,0,72,2,Moussa Diabate
8,1,1,3,0,0,11,5,4,1,1,4,0,73,0,Amen Thompson
5,1,5,1,0,0,11,4,9,1,1,1,0,73,1,Amen Thompson
6,4,2,5,2,1,7,3,2,2,0,5,0,73,2,Amen Thompson
13,2,9,4,2,2,17,4,3,0,1,0,0,73,0,Trey Murphy III
11,4,7,4,3,3,12,5,2,0,0,0,0,73,1,Trey Murphy III
14,2,6,2,1,2,11,3,1,0,0,2,0,73,2,Trey Murphy III
2,1,2,2,0,0,0,3,4,1,0,2,0,73,0,Dyson Daniels
8,2,2,2,0,0,7,3,5,2,0,1,0,73,1,Dyson Daniels
1,1,3,0,0,0,4,3,2,4,0,1,0,73,2,Dyson Daniels
10,6,2,5,5,1,26,5,0,2,0,2,0,73,0,Norman Powell
13,2,4,10,1,3,37,6,4,1,1,4,0,73,1,Norman Powell
17,3,8,7,1,7,18,8,2,3,0,2,0,73,2,Norman Powell
13,1,4,5,1,1,3,6,3,2,0,3,0,73,0,Immanuel Quickley
14,4,4,2,3,0,20,4,4,0,0,4,0,73,1,Immanuel Quickley
13,5,7,4,5,3,9,6,4,0,0,2,0,73,2,Immanuel Quickley
11,1,4,3,1,1,10,7,2,0,0,1,0,73,0,Toumani Camara
10,3,2,5,1,1,8,5,2,0,0,1,0,73,1,Toumani Camara
7,3,5,3,2,2,8,8,2,0,0,0,0,73,2,Toumani Camara
13,1,5,6,1,0,13,9,0,0,1,0,0,73,0,Jabari Smith Jr.
10,4,7,4,1,2,18,8,1,1,1,1,0,73,1,Jabari Smith Jr.
15,1,5,6,0,1,16,4,0,0,0,1,0,73,2,Jabari Smith Jr.
9,1,8,3,1,2,11,8,4,2,1,1,0,73,0,Kyshawn George
6,2,4,1,0,1,12,5,3,2,0,1,0,73,1,Kyshawn George
12,1,2,2,0,1,11,4,2,0,1,4,0,73,2,Kyshawn George
4,3,5,1,1,1,12,2,1,0,0,0,0,73,0,Rui Hachimura
8,2,3,4,1,2,10,3,2,0,1,2,0,73,1,Rui Hachimura
11,1,4,3,0,0,13,5,0,0,0,0,0,73,2,Rui Hachimura
3,1,1,1,0,0,7,8,1,0,0,2,0,73,0,Moussa Diabate
