FGA,FTA,FG3A,FGM,FTM,FG3M,PTS,REB,AST,STL,BLK,TOV,DD,sim_num,game_num,player_name
13,1,6,5,1,2,15,3,2,5,0,0,0,106,0,Devin Vassell
10,3,6,5,2,3,10,5,2,1,0,1,0,106,1,Devin Vassell
8,3,5,4,1,1,18,3,5,1,0,1,0,106,2,Devin Vassell
7,2,1,5,1,1,9,3,2,0,0,0,0,106,0,Dereck Lively II
4,1,1,2,0,1,6,5,2,0,0,3,0,106,1,Dereck Lively II
3,1,1,2,0,1,6,5,0,1,1,2,0,106,2,Dereck Lively II
10,2,1,4,2,1,8,10,3,2,2,3,0,106,0,Wendell Carter Jr.
13,3,2,9,1,0,19,10,4,0,0,2,1,106,1,Wendell Carter Jr.
5,4,1,2,2,0,7,9,1,1,0,2,0,106,2,Wendell Carter Jr.
6,1,2,3,0,0,9,2,2,1,0,2,0,106,0,Ajay Mitchell
7,1,2,2,0,0,5,1,2,1,0,3,0,106,1,Ajay Mitchell
3,2,1,1,0,0,11,3,1,1,0,2,0,106,2,Ajay Mitchell
9,2,11,3,0,2,13,4,2,0,0,2,0,106,0,Tim Hardaway Jr.
13,1,10,8,0,3,15,4,2,1,1,1,0,106,1,Tim Hardaway Jr.
13,2,13,7,1,1,15,4,1,1,0,2,0,106,2,Tim Hardaway Jr.
14,5,12,9,5,5,21,9,5,0,0,4,0,107,0,Stephen Curry
14,8,12,5,8,4,30,2,5,3,1,4,0,107,1,Stephen Curry
25,4,12,10,4,5,33,4,8,7,0,2,0,107,2,Stephen Curry
9,5,1,7,5,0,16,7,1,0,1,2,0,107,0,Ivica Zubac
10,2,1,4,1,0,11,8,5,0,2,1,0,107,1,Ivica Zubac
14,1,1,10,1,0,8,8,3,0,0,1,0,107,2,Ivica Zubac
17,1,6,5,1,1,11,3,3,2,0,1,0,107,0,Cooper Flagg
11,5,7,7,4,2,15,5,2,0,1,4,0,107,1,Cooper Flagg
9,4,4,3,4,0,16,7,3,0,0,0,0,107,2,Cooper Flagg
10,5,4,7,3,0,20,5,3,1,0,3,0,107,0,Austin Reaves
11,8,3,6,6,3,10,1,3,0,0,1,0,107,1,Austin Reaves
7,5,5,2,3,1,11,4,7,0,0,6,0,107,2,Austin Reaves
10,3,8,6,3,1,22,3,0,1,0,3,0,107,0,Kawhi Leonard
13,1,8,3,1,3,23,7,1,1,1,3,0,107,1,Kawhi Leonard
24,4,9,9,4,2,21,3,3,1,1,1,0,107,2,Kawhi Leonard
8,1,4,3,0,0,13,1,0,0,0,1,0,107,0,Payton Pritchard
5,4,3,2,1,0,8,3,1,1,0,2,0,107,1,Payton Pritchard
5,2,5,2,0,2,10,0,2,0,0,0,0,107,2,Payton Pritchard
8,1,1,2,1,0,17,7,2,0,1,5,0,107,0,Deandre Ayton
14,2,1,7,0,0,13,7,3,0,1,1,0,107,1,Deandre Ayton
11,3,1,8,1,0,10,7,1,2,1,2,0,107,2,Deandre Ayton
13,3,8,3,1,3,13,4,1,2,0,1,0,107,0,Devin Vassell
11,1,2,4,0,1,11,4,4,1,0,0,0,107,1,Devin Vassell
15,2,5,6,1,1,15,1,1,1,0,1,0,107,2,Devin Vassell
5,1,1,4,1,1,8,7,1,0,0,1,0,107,0,Dereck Lively II
4,5,1,2,4,1,12,7,6,0,0,0,0,107,1,Dereck Lively II
3,2,1,1,1,1,11,5,3,0,1,0,0,107,2,Dereck Lively II
4,2,2,3,2,0,9,12,2,0,3,1,0,107,0,Wendell Carter Jr.
3,3,2,0,3,0,19,12,0,0,0,0,1,107,1,Wendell Carter Jr.
5,6,1,2,2,0,7,8,3,0,0,1,0,107,2,Wendell Carter Jr.
5,1,1,2,1,0,7,1,0,0,0,1,0,107,0,Ajay Mitchell
4,1,2,2,0,2,5,5,1,0,0,0,0,107,1,Ajay Mitchell
4,2,2,1,1,0,6,1,2,0,0,0,0,107,2,Ajay Mitchell
11,1,9,4,0,4,8,1,2,1,0,0,0,107,0,Tim Hardaway Jr.
20,1,5,3,1,1,14,4,1,0,0,0,0,107,1,Tim Hardaway Jr.
7,2,6,4,1,3,16,5,2,1,0,0,0,107,2,Tim Hardaway Jr.
30,11,9,16,10,2,28,10,7,2,0,1,1,108,0,Stephen Curry
31,7,13,9,7,6,29,5,2,1,0,2,0,108,1,Stephen Curry
13,7,6,6,7,2,22,5,5,0,1,2,0,108,2,Stephen Curry
9,1,1,4,0,0,13,8,0,0,1,1,0,108,0,Ivica Zubac
9,1,1,7,0,0,15,6,5,0,0,0,0,108,1,Ivica Zubac
5,3,1,4,2,0,11,7,0,0,0,2,0,108,2,Ivica Zubac
10,2,3,1,2,0,9,5,4,2,0,0,0,108,0,Cooper Flagg
18,5,1,9,4,0,13,5,5,0,1,1,0,108,1,Cooper Flagg
20,5,7,9,4,2,16,4,2,3,0,1,0,108,2,Cooper Flagg
9,8,8,3,3,3,15,8,7,2,1,4,0,108,0,Austin Reaves
7,4,4,4,2,1,22,3,7,1,1,1,0,108,1,Austin Reaves
11,6,7,7,3,2,20,2,5,0,0,1,0,108,2,Austin Reaves
17,4,6,7,4,1,26,5,1,5,0,1,0,108,0,Kawhi Leonard
15,9,10,7,7,3,23,3,3,4,1,2,0,108,1,Kawhi Leonard
11,9,1,4,7,0,27,4,5,0,1,4,0,108,2,Kawhi Leonard
13,1,6,2,1,2,8,7,3,0,0,0,0,108,0,Payton Pritchard
12,2,10,4,1,1,12,3,2,0,0,4,0,108,1,Payton Pritchard
12,2,1,6,0,1,10,5,4,0,0,1,0,108,2,Payton Pritchard
15,1,1,9,1,0,22,11,2,0,2,3,1,108,0,Deandre Ayton
9,2,1,7,0,0,11,9,4,1,0,2,0,108,1,Deandre Ayton
7,2,1,5,1,0,17,13,0,0,1,4,1,108,2,Deandre Ayton
13,3,7,7,1,0,12,5,4,1,0,0,0,108,0,Devin Vassell
9,3,5,4,0,2,9,7,2,0,0,0,0,108,1,Devin Vassell
12,2,3,3,1,0,13,0,6,3,1,1,0,108,2,Devin Vassell
5,1,1,3,0,1,5,7,1,0,0,2,0,108,0,Dereck Lively II
6,1,1,5,0,1,4,4,0,0,1,2,0,108,1,Dereck Lively II
7,1,1,5,1,1,13,6,1,0,2,0,0,108,2,Dereck Lively II
11,1,2,5,1,0,11,5,1,0,0,1,0,108,0,Wendell Carter Jr.
7,4,1,4,2,0,11,10,2,0,0,1,1,108,1,Wendell Carter Jr.
9,2,4,2,1,0,21,9,3,0,1,0,0,108,2,Wendell Carter Jr.
7,1,2,3,1,2,7,1,3,2,0,1,0,108,0,Ajay Mitchell
6,1,2,1,0,1,3,2,0,0,1,2,0,108,1,Ajay Mitchell
6,3,3,3,3,0,3,2,0,0,0,0,0,108,2,Ajay Mitchell
16,2,13,6,2,5,11,4,2,0,0,0,0,108,0,Tim Hardaway Jr.
11,4,5,1,3,1,14,4,2,1,0,0,0,108,1,Tim Hardaway Jr.
15,2,9,4,1,4,12,3,1,0,0,0,0,108,2,Tim Hardaway Jr.
18,4,17,7,4,7,25,6,5,3,0,0,0,109,0,Stephen Curry
15,8,19,6,7,3,41,1,5,5,0,2,0,109,1,Stephen Curry
18,9,14,7,9,2,31,2,6,0,2,3,0,109,2,Stephen Curry
9,3,1,5,2,0,20,6,1,0,0,1,0,109,0,Ivica Zubac
7,6,1,5,4,0,17,7,2,1,0,2,0,109,1,Ivica Zubac
10,1,1,7,1,0,12,8,0,1,4,4,0,109,2,Ivica Zubac
9,3,2,3,3,0,21,5,3,2,0,3,0,109,0,Cooper Flagg
13,2,5,8,2,1,12,10,4,1,2,1,1,109,1,Cooper Flagg
8,1,3,6,1,0,18,4,4,0,2,2,0,109,2,Cooper Flagg
8,6,3,2,3,0,15,5,6,1,0,2,0,109,0,Austin Reaves
19,4,5,5,2,1,21,5,3,2,1,1,0,109,1,Austin Reaves
12,8,10,6,5,3,21,5,4,1,0,2,0,109,2,Austin Reaves
18,1,3,8,1,1,15,8,3,1,0,2,0,109,0,Kawhi Leonard
9,2,6,5,2,2,18,6,4,1,1,1,0,109,1,Kawhi Leonard
11,4,3,6,3,0,16,5,6,0,0,1,0,109,2,Kawhi Leonard
9,2,7,4,1,2,8,4,8,0,0,4,0,109,0,Payton Pritchard
11,1,8,5,0,2,7,6,3,0,0,0,0,109,1,Payton Pritchard
8,2,4,3,0,1,10,3,1,2,0,1,0,109,2,Payton Pritchard
14,1,1,10,0,0,17,8,2,0,0,2,0,109,0,Deandre Ayton
13,2,1,8,1,0,10,8,1,1,4,3,0,109,1,Deandre Ayton
7,1,1,2,0,0,21,13,1,0,1,1,1,109,2,Deandre Ayton
10,3,3,5,2,0,16,2,3,0,0,1,0,109,0,Devin Vassell
13,1,5,6,0,4,15,2,4,3,0,2,0,109,1,Devin Vassell
11,2,3,4,1,1,13,4,5,1,0,0,0,109,2,Devin Vassell
4,1,1,2,1,1,7,1,6,1,1,0,0,109,0,Dereck Lively II
5,2,1,4,1,1,8,7,2,0,0,1,0,109,1,Dereck Lively II
5,2,1,3,1,1,8,6,0,0,2,1,0,109,2,Dereck Lively II
8,2,1,7,2,1,8,10,0,0,0,0,0,109,0,Wendell Carter Jr.
10,4,2,6,3,0,8,8,1,0,1,1,0,109,1,Wendell Carter Jr.
5,5,5,3,2,1,19,6,2,1,1,1,0,109,2,Wendell Carter Jr.
5,1,3,1,0,0,7,5,2,1,0,2,0,109,0,Ajay Mitchell
7,2,2,3,2,0,8,0,0,3,0,3,0,109,1,Ajay Mitchell
6,1,1,2,1,1,7,0,2,3,0,1,0,109,2,Ajay Mitchell
18,1,11,6,1,5,15,3,1,1,0,2,0,109,0,Tim Hardaway Jr.
11,1,4,5,0,0,16,5,1,0,0,0,0,109,1,Tim Hardaway Jr.
13,2,10,4,0,4,12,2,0,2,0,1,0,109,2,Tim Hardaway Jr.
19,5,12,12,5,4,36,3,6,0,0,5,0,110,0,Stephen Curry
23,4,11,8,4,3,27,2,5,2,2,3,0,110,1,Stephen Curry
22,4,12,7,4,5,28,3,7,2,0,1,0,110,2,Stephen Curry
7,1,1,5,1,0,19,11,1,2,3,2,1,110,0,Ivica Zubac
3,3,1,2,3,0,11,12,1,0,2,1,1,110,1,Ivica Zubac
3,4,1,1,3,0,7,7,4,0,2,3,0,110,2,Ivica Zubac
11,5,1,5,3,1,18,6,3,0,2,0,0,110,0,Cooper Flagg
11,5,3,6,5,3,14,6,1,0,1,2,0,110,1,Cooper Flagg
15,5,4,9,4,1,19,6,4,1,0,2,0,110,2,Cooper Flagg
10,6,4,4,4,2,23,1,8,0,0,4,0,110,0,Austin Reaves
9,1,5,6,1,0,16,5,5,2,0,0,0,110,1,Austin Reaves
12,5,4,9,3,1,21,5,2,1,0,2,0,110,2,Austin Reaves
20,7,7,13,7,5,17,9,1,3,0,2,0,110,0,Kawhi Leonard
11,6,8,5,6,3,21,6,5,0,0,3,0,110,1,Kawhi Leonard
21,1,2,7,1,1,20,9,7,0,0,2,0,110,2,Kawhi Leonard
7,2,4,3,0,1,10,5,2,1,0,1,0,110,0,Payton Pritchard
12,1,9,6,0,3,8,6,2,2,0,1,0,110,1,Payton Pritchard
8,1,6,4,0,2,9,5,2,1,0,0,0,110,2,Payton Pritchard
10,3,1,7,1,0,7,13,1,1,0,3,0,110,0,Deandre Ayton
6,3,1,0,1,0,20,11,0,0,2,3,1,110,1,Deandre Ayton
10,2,1,5,1,0,10,9,1,0,0,2,0,110,2,Deandre Ayton
8,5,1,4,1,1,12,3,1,0,0,2,0,110,0,Devin Vassell
12,3,6,5,1,0,10,2,3,1,0,1,0,110,1,Devin Vassell
7,1,1,4,0,0,13,1,5,2,0,1,0,110,2,Devin Vassell
4,3,1,2,1,1,8,3,0,0,0,1,0,110,0,Dereck Lively II
1,1,1,1,0,1,9,3,2,0,0,0,0,110,1,Dereck Lively II
5,1,2,2,1,2,8,12,3,0,2,0,0,110,2,Dereck Lively II
6,3,3,3,2,1,6,9,2,0,3,2,0,110,0,Wendell Carter Jr.
7,1,3,3,1,0,19,12,2,1,2,2,1,110,1,Wendell Carter Jr.
9,7,2,4,7,0,8,5,1,0,1,2,0,110,2,Wendell Carter Jr.
7,1,2,5,1,2,9,1,2,0,2,0,0,110,0,Ajay Mitchell
4,1,1,1,0,0,11,1,1,1,0,0,0,110,1,Ajay Mitchell
4,2,3,2,1,1,6,2,2,2,0,1,0,110,2,Ajay Mitchell
10,3,9,6,1,4,8,6,1,0,0,0,0,110,0,Tim Hardaway Jr.
9,2,8,4,1,4,17,1,4,1,0,0,0,110,1,Tim Hardaway Jr.
16,2,11,6,2,4,14,6,3,0,0,0,0,110,2,Tim Hardaway Jr.
19,12,10,10,9,3,28,6,6,2,1,3,0,111,0,Stephen Curry
16,8,10,7,8,4,27,2,6,2,0,2,0,111,1,Stephen Curry
22,7,6,10,7,2,29,6,8,1,0,3,0,111,2,Stephen Curry
12,1,1,9,1,0,5,4,3,0,1,2,0,111,0,Ivica Zubac
7,1,1,1,0,0,13,6,1,1,5,1,0,111,1,Ivica Zubac
12,2,1,6,2,0,14,12,3,1,1,3,1,111,2,Ivica Zubac
15,3,1,9,1,0,14,8,3,1,0,1,0,111,0,Cooper Flagg
8,3,1,3,2,0,17,0,1,0,0,2,0,111,1,Cooper Flagg
17,3,6,6,3,3,20,5,3,0,1,2,0,111,2,Cooper Flagg
11,7,6,6,6,3,16,5,6,1,0,3,0,111,0,Austin Reaves
6,7,5,4,5,2,15,7,1,2,0,3,0,111,1,Austin Reaves
9,4,4,5,0,0,16,2,7,3,0,5,0,111,2,Austin Reaves
17,11,3,8,11,3,18,3,0,5,1,3,0,111,0,Kawhi Leonard
18,6,3,9,4,1,16,10,3,2,1,2,1,111,1,Kawhi Leonard
13,6,2,8,5,0,25,4,4,4,2,1,0,111,2,Kawhi Leonard
7,2,8,6,0,1,10,1,2,3,0,1,0,111,0,Payton Pritchard
8,1,4,5,0,0,5,4,1,1,0,0,0,111,1,Payton Pritchard
8,1,6,4,0,2,7,4,4,1,0,2,0,111,2,Payton Pritchard
16,3,1,6,0,0,11,8,2,0,0,4,0,111,0,Deandre Ayton
9,1,1,5,0,0,18,13,0,1,0,1,1,111,1,Deandre Ayton
8,1,1,4,0,0,18,13,0,0,0,3,1,111,2,Deandre Ayton
8,1,3,3,0,1,9,3,2,2,0,0,0,111,0,Devin Vassell
8,2,4,4,0,0,11,5,4,0,0,1,0,111,1,Devin Vassell
11,1,1,5,1,0,8,1,3,3,0,0,0,111,2,Devin Vassell
3,1,1,3,0,1,7,10,1,0,1,2,0,111,0,Dereck Lively II
4,2,1,3,0,1,6,5,3,0,1,1,0,111,1,Dereck Lively II
5,1,1,4,1,1,5,6,1,0,0,0,0,111,2,Dereck Lively II
1,5,2,0,5,0,10,10,1,1,2,5,1,111,0,Wendell Carter Jr.
8,4,1,5,2,0,11,9,2,3,1,2,0,111,1,Wendell Carter Jr.
10,9,4,5,8,0,8,7,1,1,2,2,0,111,2,Wendell Carter Jr.
1,2,1,0,1,0,10,0,3,0,1,0,0,111,0,Ajay Mitchell
7,2,2,6,2,0,7,0,2,0,0,0,0,111,1,Ajay Mitchell
4,1,3,3,0,0,7,1,1,0,0,2,0,111,2,Ajay Mitchell
10,1,10,5,1,5,20,4,0,0,0,0,0,111,0,Tim Hardaway Jr.
12,2,11,6,1,4,18,2,3,0,0,1,0,111,1,Tim Hardaway Jr.
10,4,8,2,0,0,11,7,3,1,0,0,0,111,2,Tim Hardaway Jr.
17,6,7,8,6,2,23,4,2,0,0,3,0,112,0,Stephen Curry
20,7,15,9,6,7,35,3,6,0,0,2,0,112,1,Stephen Curry
20,6,13,10,5,2,25,1,4,1,0,3,0,112,2,Stephen Curry
6,2,1,4,2,0,9,9,1,0,3,0,0,112,0,Ivica Zubac
10,4,1,10,2,0,13,8,1,0,0,0,0,112,1,Ivica Zubac
10,1,1,5,1,0,7,7,0,0,0,1,0,112,2,Ivica Zubac
11,3,4,7,3,3,15,4,3,2,0,3,0,112,0,Cooper Flagg
14,3,1,8,2,0,18,4,1,1,0,1,0,112,1,Cooper Flagg
13,4,7,5,2,2,12,7,6,1,1,0,0,112,2,Cooper Flagg
10,3,4,6,1,0,22,4,3,0,0,3,0,112,0,Austin Reaves
11,6,4,6,6,1,17,6,5,3,0,2,0,112,1,Austin Reaves
11,8,6,7,7,1,22,2,6,0,0,3,0,112,2,Austin Reaves
15,3,5,5,3,1,27,5,4,1,0,2,0,112,0,Kawhi Leonard
20,5,6,9,5,3,16,9,3,1,1,2,0,112,1,Kawhi Leonard
12,7,5,9,7,2,16,8,1,3,0,2,0,112,2,Kawhi Leonard
11,2,6,5,1,1,5,3,1,0,0,0,0,112,0,Payton Pritchard
10,3,4,7,0,0,13,4,3,0,0,1,0,112,1,Payton Pritchard
7,2,5,1,0,1,10,7,1,1,0,2,0,112,2,Payton Pritchard
9,3,1,5,0,0,8,8,1,2,0,3,0,112,0,Deandre Ayton
13,3,1,8,1,0,17,11,2,0,0,3,1,112,1,Deandre Ayton
12,1,1,8,1,0,16,6,0,1,2,2,0,112,2,Deandre Ayton
15,1,6,2,1,2,10,5,1,3,1,0,0,112,0,Devin Vassell
17,2,1,2,1,0,14,2,4,1,2,0,0,112,1,Devin Vassell
7,1,4,3,0,1,10,3,1,2,0,1,0,112,2,Devin Vassell
5,1,1,3,1,1,4,4,2,0,2,2,0,112,0,Dereck Lively II
8,1,1,5,1,1,4,3,1,1,2,0,0,112,1,Dereck Lively II
2,2,1,2,0,1,1,4,1,1,1,2,0,112,2,Dereck Lively II
6,2,1,3,2,0,8,8,0,0,2,2,0,112,0,Wendell Carter Jr.
8,4,5,3,4,0,14,7,1,0,0,2,0,112,1,Wendell Carter Jr.
11,2,2,2,2,1,8,10,2,0,0,1,0,112,2,Wendell Carter Jr.
2,1,1,1,0,0,4,1,2,1,0,0,0,112,0,Ajay Mitchell
6,1,2,1,1,1,6,1,2,0,0,2,0,112,1,Ajay Mitchell
4,1,3,2,0,1,10,5,2,2,0,0,0,112,2,Ajay Mitchell
11,1,9,6,1,5,11,3,2,0,0,1,0,112,0,Tim Hardaway Jr.
6,3,9,4,3,2,9,11,1,4,0,1,0,112,1,Tim Hardaway Jr.
18,3,5,6,3,2,13,1,2,0,0,1,0,112,2,Tim Hardaway Jr.
19,5,15,10,4,4,26,4,7,1,0,2,0,113,0,Stephen Curry
15,4,15,7,3,3,27,2,8,0,0,3,0,113,1,Stephen Curry
25,7,8,11,6,1,26,6,1,2,1,2,0,113,2,Stephen Curry
9,2,1,5,1,0,5,3,0,1,1,2,0,113,0,Ivica Zubac
5,1,1,3,1,0,10,9,7,0,2,0,0,113,1,Ivica Zubac
8,3,1,6,2,0,17,11,1,0,3,2,1,113,2,Ivica Zubac
6,2,4,3,2,0,18,4,1,1,2,1,0,113,0,Cooper Flagg
14,5,5,5,5,0,13,4,5,1,1,4,0,113,1,Cooper Flagg
18,4,6,13,3,2,20,10,9,0,1,2,1,113,2,Cooper Flagg
11,3,5,4,2,2,20,5,6,1,0,2,0,113,0,Austin Reaves
9,5,5,4,3,0,24,2,6,3,0,2,0,113,1,Austin Reaves
11,1,9,3,1,3,19,5,5,0,0,2,0,113,2,Austin Reaves
16,5,7,10,5,2,12,7,0,1,0,3,0,113,0,Kawhi Leonard
11,5,8,5,4,2,23,5,3,2,0,2,0,113,1,Kawhi Leonard
18,3,7,8,3,0,18,8,4,1,0,3,0,113,2,Kawhi Leonard
10,1,2,3,0,0,12,3,2,1,0,2,0,113,0,Payton Pritchard
6,4,3,4,1,3,8,4,1,2,0,1,0,113,1,Payton Pritchard
8,2,6,4,1,1,10,4,0,2,0,1,0,113,2,Payton Pritchard
7,1,1,6,1,0,17,7,4,0,1,3,0,113,0,Deandre Ayton
13,1,1,6,1,0,16,10,2,1,1,6,1,113,1,Deandre Ayton
13,2,1,7,0,0,13,16,0,0,0,2,1,113,2,Deandre Ayton
17,2,4,6,1,0,18,2,2,0,0,1,0,113,0,Devin Vassell
11,1,3,1,0,1,11,3,4,1,1,0,0,113,1,Devin Vassell
13,4,1,7,1,0,9,5,4,0,1,0,0,113,2,Devin Vassell
3,2,1,2,1,1,9,5,3,1,0,1,0,113,0,Dereck Lively II
4,1,1,1,0,1,11,4,0,1,0,1,0,113,1,Dereck Lively II
2,2,1,0,1,0,5,1,3,2,2,0,0,113,2,Dereck Lively II
13,6,3,4,3,1,9,5,0,0,0,2,0,113,0,Wendell Carter Jr.
4,6,1,3,5,0,14,10,3,1,2,0,1,113,1,Wendell Carter Jr.
12,5,5,6,3,0,9,8,1,0,1,0,0,113,2,Wendell Carter Jr.
6,1,4,4,0,1,9,2,2,1,0,0,0,113,0,Ajay Mitchell
3,1,1,1,1,1,1,0,1,1,0,2,0,113,1,Ajay Mitchell
10,1,2,7,0,0,5,1,0,2,0,1,0,113,2,Ajay Mitchell
12,1,10,3,0,3,16,3,0,2,0,1,0,113,0,Tim Hardaway Jr.
12,2,2,6,1,0,13,3,2,2,0,3,0,113,1,Tim Hardaway Jr.
8,4,8,5,1,3,18,3,2,0,0,1,0,113,2,Tim Hardaway Jr.
22,6,3,9,5,0,40,6,4,0,0,2,0,114,0,Stephen Curry
11,5,10,5,5,3,27,2,4,2,1,4,0,114,1,Stephen Curry
17,5,8,10,5,2,26,1,2,2,0,4,0,114,2,Stephen Curry
2,1,1,2,1,0,16,9,4,0,0,0,0,114,0,Ivica Zubac
10,1,1,6,1,0,7,8,1,0,1,0,0,114,1,Ivica Zubac
6,4,1,6,3,0,10,5,2,0,2,0,0,114,2,Ivica Zubac
19,6,1,8,5,1,21,4,1,1,0,5,0,114,0,Cooper Flagg
13,3,4,7,2,1,21,2,1,0,1,4,0,114,1,Cooper Flagg
12,7,2,6,7,1,23,7,5,1,0,2,0,114,2,Cooper Flagg
10,7,10,2,4,2,18,9,8,2,0,3,0,114,0,Austin Reaves
14,1,5,8,0,2,15,4,3,0,1,1,0,114,1,Austin Reaves
10,3,2,4,3,0,8,2,5,1,0,2,0,114,2,Austin Reaves
14,3,4,9,3,1,22,4,4,0,1,2,0,114,0,Kawhi Leonard
12,4,7,5,3,5,15,4,3,0,2,2,0,114,1,Kawhi Leonard
16,3,4,8,3,1,21,4,1,3,1,1,0,114,2,Kawhi Leonard
11,1,4,5,1,1,10,2,1,1,0,2,0,114,0,Payton Pritchard
8,3,3,3,2,1,11,2,4,1,0,1,0,114,1,Payton Pritchard
9,1,7,5,0,2,5,4,2,0,0,2,0,114,2,Payton Pritchard
8,2,1,3,2,0,12,12,0,0,1,1,1,114,0,Deandre Ayton
7,2,1,6,1,0,15,9,1,0,0,1,0,114,1,Deandre Ayton
9,1,1,5,0,0,13,8,1,0,2,5,0,114,2,Deandre Ayton
17,2,4,9,2,0,17,4,4,0,0,1,0,114,0,Devin Vassell
14,1,1,6,0,0,19,3,3,1,1,1,0,114,1,Devin Vassell
7,2,8,4,0,2,14,3,4,1,0,0,0,114,2,Devin Vassell
4,2,1,2,0,1,6,7,0,0,0,0,0,114,0,Dereck Lively II
3,1,1,1,1,1,6,4,3,0,1,0,0,114,1,Dereck Lively II
1,4,1,1,4,1,8,3,2,0,0,3,0,114,2,Dereck Lively II
9,6,4,3,3,2,8,7,2,1,1,0,0,114,0,Wendell Carter Jr.
12,5,3,7,4,0,15,10,1,0,1,1,1,114,1,Wendell Carter Jr.
7,3,2,3,1,2,14,11,1,0,1,1,1,114,2,Wendell Carter Jr.
6,1,1,5,0,0,7,3,2,1,0,2,0,114,0,Ajay Mitchell
5,1,1,1,1,1,6,1,0,0,0,0,0,114,1,Ajay Mitchell
7,1,1,4,1,0,11,3,2,1,0,0,0,114,2,Ajay Mitchell
10,3,7,4,1,1,20,5,2,0,0,1,0,114,0,Tim Hardaway Jr.
15,2,5,4,1,3,16,3,2,0,0,0,0,114,1,Tim Hardaway Jr.
19,4,4,5,1,0,14,3,0,1,0,1,0,114,2,Tim Hardaway Jr.
21,6,15,11,5,8,35,7,6,3,1,4,0,115,0,Stephen Curry
16,8,15,8,7,5,23,3,7,1,0,2,0,115,1,Stephen Curry
16,7,12,6,7,4,17,2,5,1,1,1,0,115,2,Stephen Curry
17,3,1,13,2,0,14,6,2,0,0,1,0,115,0,Ivica Zubac
8,1,1,5,0,0,8,11,2,0,1,2,0,115,1,Ivica Zubac
8,2,1,6,2,0,11,10,3,0,0,2,1,115,2,Ivica Zubac
5,5,4,3,3,3,13,3,2,1,1,2,0,115,0,Cooper Flagg
12,3,2,6,3,1,16,8,1,2,0,4,0,115,1,Cooper Flagg
16,3,5,8,3,0,19,2,5,0,1,1,0,115,2,Cooper Flagg
16,5,1,5,2,1,16,4,4,1,0,1,0,115,0,Austin Reaves
12,3,4,9,2,3,17,6,7,1,0,1,0,115,1,Austin Reaves
8,6,3,6,5,1,18,3,4,0,0,2,0,115,2,Austin Reaves
14,3,3,6,3,1,24,3,4,1,0,1,0,115,0,Kawhi Leonard
17,1,5,11,1,3,16,8,7,0,0,1,0,115,1,Kawhi Leonard
17,5,4,6,4,2,19,10,3,0,0,0,1,115,2,Kawhi Leonard
11,1,8,6,1,0,10,2,1,2,0,1,0,115,0,Payton Pritchard
4,1,4,3,1,2,5,1,3,0,0,3,0,115,1,Payton Pritchard
8,1,8,3,1,2,7,4,2,1,0,1,0,115,2,Payton Pritchard
10,1,1,8,0,0,10,8,2,0,1,2,0,115,0,Deandre Ayton
12,3,1,8,1,0,15,8,5,0,0,5,0,115,1,Deandre Ayton
12,1,1,6,1,0,14,8,1,0,1,3,0,115,2,Deandre Ayton
6,1,4,2,0,1,13,5,7,2,0,0,0,115,0,Devin Vassell
7,3,6,3,1,3,18,3,5,1,0,1,0,115,1,Devin Vassell
7,1,6,4,0,3,9,5,2,1,0,1,0,115,2,Devin Vassell
5,1,1,2,1,1,5,6,4,1,1,2,0,115,0,Dereck Lively II
3,4,1,2,2,1,9,2,2,0,1,0,0,115,1,Dereck Lively II
5,2,1,2,0,1,8,8,0,0,1,0,0,115,2,Dereck Lively II
6,2,5,3,2,0,4,11,3,1,0,1,0,115,0,Wendell Carter Jr.
8,9,5,2,5,0,15,6,3,0,0,0,0,115,1,Wendell Carter Jr.
4,2,1,2,2,0,13,11,3,2,1,0,1,115,2,Wendell Carter Jr.
2,1,3,0,0,0,8,1,1,1,0,2,0,115,0,Ajay Mitchell
4,1,4,0,1,0,6,5,0,0,0,0,0,115,1,Ajay Mitchell
3,1,2,1,0,1,5,0,2,3,0,0,0,115,2,Ajay Mitchell
9,4,8,4,2,4,18,2,1,1,0,0,0,115,0,Tim Hardaway Jr.
14,1,2,5,1,0,12,3,2,0,1,0,0,115,1,Tim Hardaway Jr.
12,5,10,6,4,2,17,4,1,0,0,0,0,115,2,Tim Hardaway Jr.
16,8,6,7,7,3,26,3,5,3,0,3,0,116,0,Stephen Curry
23,4,11,14,4,2,30,1,6,3,2,1,0,116,1,Stephen Curry
16,6,12,6,6,6,27,4,6,1,1,5,0,116,2,Stephen Curry
6,2,1,4,1,0,14,3,1,0,0,3,0,116,0,Ivica Zubac
13,1,1,9,0,0,19,10,2,0,0,1,1,116,1,Ivica Zubac
10,3,1,6,1,0,12,7,2,0,0,0,0,116,2,Ivica Zubac
8,5,6,3,3,1,16,7,3,2,1,0,0,116,0,Cooper Flagg
21,4,2,12,4,1,24,8,8,1,0,0,0,116,1,Cooper Flagg
6,4,2,2,1,0,12,7,7,0,4,2,0,116,2,Cooper Flagg
14,3,6,5,3,1,16,2,3,0,0,1,0,116,0,Austin Reaves
9,9,4,4,5,1,13,4,11,0,1,4,1,116,1,Austin Reaves
8,7,2,4,5,1,22,4,4,5,0,3,0,116,2,Austin Reaves
19,5,3,6,5,0,19,3,2,2,0,7,0,116,0,Kawhi Leonard
