SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME,season
22024,1628983,0022401153,"Apr 08, 2025",OKC vs. LAL,W,37,14,26,0.538,5,9,0.556,9,11,0.818,1,5,6,6,0,1,1,5,42,7,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022401135,"Apr 06, 2025",OKC vs. LAL,L,30,12,23,0.522,2,5,0.4,0,0,0.0,0,3,3,9,1,1,1,1,26,-20,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022401123,"Apr 04, 2025",OKC @ HOU,L,35,10,22,0.455,1,6,0.167,1,2,0.5,1,3,4,8,3,0,3,2,22,-6,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022401108,"Apr 02, 2025",OKC vs. DET,W,35,10,26,0.385,2,7,0.286,11,12,0.917,2,4,6,3,3,2,1,1,33,30,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022401094,"Mar 31, 2025",OKC vs. CHI,W,27,9,14,0.643,2,2,1.0,7,7,1.0,0,0,0,12,0,2,2,0,27,29,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022401079,"Mar 29, 2025",OKC vs. IND,W,31,10,23,0.435,3,6,0.5,10,12,0.833,3,4,7,8,1,0,0,2,33,17,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022401064,"Mar 27, 2025",OKC vs. MEM,W,34,15,25,0.6,0,2,0.0,7,9,0.778,0,3,3,6,3,0,0,0,37,26,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022401052,"Mar 25, 2025",OKC @ SAC,W,33,10,23,0.435,3,6,0.5,9,10,0.9,0,8,8,5,0,0,5,2,32,13,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022401036,"Mar 23, 2025",OKC @ LAC,W,37,7,29,0.241,1,7,0.143,11,11,1.0,0,3,3,8,2,2,1,2,26,0,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022401017,"Mar 21, 2025",OKC vs. CHA,W,30,13,18,0.722,2,2,1.0,2,2,1.0,0,6,6,9,1,0,1,2,30,31,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400982,"Mar 16, 2025",OKC @ MIL,W,34,11,27,0.407,0,5,0.0,9,11,0.818,1,1,2,8,0,1,1,1,31,8,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400969,"Mar 15, 2025",OKC @ DET,W,38,17,26,0.654,4,6,0.667,10,10,1.0,0,4,4,6,3,1,2,1,48,18,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400946,"Mar 12, 2025",OKC @ BOS,W,39,11,20,0.55,2,7,0.286,10,11,0.909,1,4,5,7,1,0,5,3,34,3,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400936,"Mar 10, 2025",OKC vs. DEN,L,36,8,14,0.571,3,7,0.429,6,6,1.0,1,2,3,7,1,2,3,2,25,-18,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400920,"Mar 09, 2025",OKC vs. DEN,W,35,15,32,0.469,2,11,0.182,8,8,1.0,2,6,8,5,0,3,1,3,40,11,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400895,"Mar 05, 2025",OKC @ MEM,W,35,14,25,0.56,3,5,0.6,10,10,1.0,0,2,2,8,2,0,4,5,41,19,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400879,"Mar 03, 2025",OKC vs. HOU,W,36,18,30,0.6,5,9,0.556,10,10,1.0,2,3,5,7,1,1,2,1,51,6,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400871,"Mar 02, 2025",OKC @ SAS,W,32,10,19,0.526,3,5,0.6,8,9,0.889,2,2,4,8,1,2,0,1,31,15,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400851,"Feb 28, 2025",OKC @ ATL,W,34,12,23,0.522,3,7,0.429,4,4,1.0,0,3,3,5,2,0,1,0,31,23,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400840,"Feb 26, 2025",OKC @ BKN,W,34,7,11,0.636,1,2,0.5,12,13,0.923,2,4,6,5,2,0,3,2,27,-15,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400826,"Feb 24, 2025",OKC vs. MIN,L,42,11,20,0.55,3,5,0.6,14,17,0.824,1,9,10,8,0,0,4,5,39,2,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400820,"Feb 23, 2025",OKC @ MIN,W,38,13,24,0.542,3,6,0.5,8,11,0.727,0,8,8,8,3,3,5,3,37,16,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400804,"Feb 21, 2025",OKC @ UTA,W,32,7,16,0.438,1,4,0.25,6,6,1.0,0,2,2,8,1,3,3,1,21,11,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400787,"Feb 13, 2025",OKC @ MIN,L,34,6,21,0.286,1,2,0.5,11,11,1.0,2,6,8,9,0,0,1,2,24,-12,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400778,"Feb 12, 2025",OKC vs. MIA,W,38,11,22,0.5,4,9,0.444,6,9,0.667,1,4,5,9,2,0,1,4,32,19,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400761,"Feb 10, 2025",OKC vs. NOP,W,31,10,20,0.5,4,9,0.444,7,8,0.875,0,1,1,2,3,1,1,1,31,12,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400746,"Feb 08, 2025",OKC @ MEM,W,34,8,26,0.308,3,5,0.6,13,16,0.813,0,0,0,8,0,2,0,5,32,18,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400739,"Feb 07, 2025",OKC vs. TOR,W,29,5,12,0.417,1,6,0.167,14,14,1.0,1,3,4,6,1,0,2,1,25,15,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400724,"Feb 05, 2025",OKC vs. PHX,W,34,18,29,0.621,3,7,0.429,11,12,0.917,2,6,8,5,2,1,1,3,50,42,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400705,"Feb 03, 2025",OKC vs. MIL,W,22,15,19,0.789,2,3,0.667,2,3,0.667,0,3,3,6,0,0,3,1,34,34,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400691,"Feb 01, 2025",OKC vs. SAC,W,30,10,20,0.5,1,6,0.167,8,10,0.8,3,3,6,9,0,2,4,2,29,17,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400673,"Jan 29, 2025",OKC @ GSW,L,39,16,29,0.552,2,6,0.333,18,21,0.857,0,3,3,4,1,0,3,4,52,1,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400647,"Jan 26, 2025",OKC @ POR,W,37,12,25,0.48,2,4,0.5,9,9,1.0,1,4,5,1,3,0,2,1,35,-4,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400625,"Jan 23, 2025",OKC vs. DAL,L,40,12,25,0.48,1,3,0.333,6,6,1.0,1,0,1,7,0,0,3,4,31,-7,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400618,"Jan 22, 2025",OKC vs. UTA,W,37,17,35,0.486,3,10,0.3,17,18,0.944,3,5,8,5,3,2,3,3,54,9,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400595,"Jan 19, 2025",OKC vs. BKN,W,29,8,14,0.571,1,4,0.25,10,10,1.0,1,2,3,10,4,1,2,1,27,27,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400574,"Jan 16, 2025",OKC vs. CLE,W,29,17,26,0.654,1,5,0.2,5,5,1.0,0,3,3,8,2,0,2,1,40,32,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400555,"Jan 14, 2025",OKC @ PHI,W,33,12,15,0.8,1,3,0.333,7,8,0.875,1,2,3,9,2,1,4,4,32,15,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400545,"Jan 12, 2025",OKC @ WAS,W,30,5,17,0.294,1,4,0.25,16,17,0.941,1,6,7,4,2,0,3,3,27,30,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400529,"Jan 10, 2025",OKC @ NYK,W,29,15,21,0.714,1,1,1.0,8,8,1.0,0,3,3,2,2,1,2,2,39,18,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400509,"Jan 08, 2025",OKC @ CLE,L,38,13,27,0.481,1,6,0.167,4,4,1.0,1,4,5,4,3,2,5,5,31,-1,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400487,"Jan 05, 2025",OKC vs. BOS,W,39,11,23,0.478,3,6,0.5,8,8,1.0,2,9,11,6,3,2,3,2,33,12,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400473,"Jan 03, 2025",OKC vs. NYK,W,37,12,26,0.462,2,3,0.667,7,7,1.0,1,3,4,7,1,1,2,1,33,10,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400466,"Jan 02, 2025",OKC vs. LAC,W,30,9,17,0.529,2,5,0.4,9,9,1.0,0,3,3,8,2,0,1,1,29,19,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400452,"Dec 31, 2024",OKC vs. MIN,W,34,15,23,0.652,3,5,0.6,7,9,0.778,1,2,3,2,4,0,3,1,40,11,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400440,"Dec 29, 2024",OKC vs. MEM,W,28,14,19,0.737,1,5,0.2,6,6,1.0,0,6,6,7,1,4,1,1,35,27,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400428,"Dec 28, 2024",OKC @ CHA,W,33,8,15,0.533,1,6,0.167,5,6,0.833,1,3,4,6,2,1,6,4,22,12,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400410,"Dec 26, 2024",OKC @ IND,W,38,15,22,0.682,4,5,0.8,11,11,1.0,0,7,7,8,1,2,1,2,45,10,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400400,"Dec 23, 2024",OKC vs. WAS,W,35,14,25,0.56,3,6,0.5,10,10,1.0,3,6,9,3,3,3,3,3,41,25,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400375,"Dec 20, 2024",OKC @ MIA,W,38,10,25,0.4,3,9,0.333,2,2,1.0,2,5,7,4,2,0,3,1,25,14,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400361,"Dec 19, 2024",OKC @ ORL,W,36,15,26,0.577,1,5,0.2,4,4,1.0,0,4,4,6,4,2,4,1,35,-6,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022401230,"Dec 14, 2024",OKC vs. HOU,W,38,8,21,0.381,2,6,0.333,14,15,0.933,0,8,8,6,5,1,1,3,32,16,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022401203,"Dec 10, 2024",OKC vs. DAL,W,38,15,23,0.652,5,9,0.556,4,4,1.0,0,8,8,5,3,1,2,3,39,22,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400342,"Dec 07, 2024",OKC @ NOP,W,34,10,18,0.556,1,3,0.333,10,12,0.833,0,2,2,4,0,0,4,5,31,-2,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400328,"Dec 05, 2024",OKC @ TOR,W,30,11,22,0.5,1,10,0.1,7,8,0.875,0,4,4,5,2,2,2,2,30,28,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400055,"Dec 03, 2024",OKC vs. UTA,W,30,11,19,0.579,2,6,0.333,2,2,1.0,1,5,6,7,3,0,0,4,26,20,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400310,"Dec 01, 2024",OKC @ HOU,L,36,10,19,0.526,3,7,0.429,9,11,0.818,2,6,8,5,2,0,2,2,32,6,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400048,"Nov 29, 2024",OKC @ LAL,W,37,13,28,0.464,3,10,0.3,7,8,0.875,3,3,6,9,2,1,3,3,36,13,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400299,"Nov 27, 2024",OKC @ GSW,W,39,13,28,0.464,3,12,0.25,6,10,0.6,0,9,9,5,1,2,3,3,35,5,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400285,"Nov 25, 2024",OKC @ SAC,W,35,13,20,0.65,4,7,0.571,7,11,0.636,0,4,4,11,0,0,6,2,37,15,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400256,"Nov 20, 2024",OKC vs. POR,W,39,7,19,0.368,0,2,0.0,14,14,1.0,2,3,5,4,3,1,2,2,28,7,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400025,"Nov 19, 2024",OKC @ SAS,L,37,11,20,0.55,5,8,0.625,5,6,0.833,0,3,3,8,3,0,4,3,32,2,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400242,"Nov 17, 2024",OKC vs. DAL,L,38,13,19,0.684,1,1,1.0,9,11,0.818,0,2,2,8,2,2,1,1,36,8,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400018,"Nov 15, 2024",OKC vs. PHX,W,33,11,25,0.44,2,7,0.286,4,4,1.0,3,3,6,4,0,1,2,2,28,21,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400221,"Nov 13, 2024",OKC vs. NOP,W,33,12,25,0.48,3,7,0.429,2,3,0.667,0,5,5,5,2,2,2,0,29,18,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400215,"Nov 11, 2024",OKC vs. LAC,W,39,13,21,0.619,4,8,0.5,15,16,0.938,0,3,3,9,5,2,1,3,45,8,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400207,"Nov 10, 2024",OKC vs. GSW,L,34,6,17,0.353,0,2,0.0,12,14,0.857,1,4,5,4,0,1,4,0,24,-11,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400192,"Nov 08, 2024",OKC vs. HOU,W,29,11,16,0.688,1,2,0.5,6,7,0.857,1,4,5,4,1,1,3,2,29,5,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400177,"Nov 06, 2024",OKC @ DEN,L,39,10,19,0.526,0,3,0.0,8,10,0.8,0,2,2,6,1,1,8,1,28,3,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400163,"Nov 04, 2024",OKC vs. ORL,W,35,8,16,0.5,1,3,0.333,4,4,1.0,0,6,6,9,1,0,4,4,21,18,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400150,"Nov 02, 2024",OKC @ LAC,W,31,7,14,0.5,2,4,0.5,9,9,1.0,0,3,3,9,0,1,3,2,25,8,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400140,"Nov 01, 2024",OKC @ POR,W,28,12,18,0.667,1,6,0.167,5,6,0.833,1,6,7,6,1,0,3,1,30,25,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400125,"Oct 30, 2024",OKC vs. SAS,W,28,7,20,0.35,2,10,0.2,2,2,1.0,0,4,4,5,1,0,1,1,18,3,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400100,"Oct 27, 2024",OKC vs. ATL,W,36,11,24,0.458,3,8,0.375,10,11,0.909,2,9,11,9,3,3,1,3,35,24,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400091,"Oct 26, 2024",OKC @ CHI,W,29,9,21,0.429,2,9,0.222,3,3,1.0,2,6,8,2,4,0,1,1,23,23,1,Shai Gilgeous-Alexander,2024-25
22024,1628983,0022400075,"Oct 24, 2024",OKC @ DEN,W,36,11,24,0.458,2,6,0.333,4,5,0.8,2,5,7,8,2,3,2,2,28,8,1,Shai Gilgeous-Alexander,2024-25
22023,1628983,0022301196,"Apr 14, 2024",OKC vs. DAL,W,16,5,11,0.455,0,4,0.0,5,5,1.0,1,0,1,6,0,0,0,1,15,32,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022301179,"Apr 12, 2024",OKC vs. MIL,W,29,7,21,0.333,0,7,0.0,9,9,1.0,1,6,7,3,0,1,0,1,23,10,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022301163,"Apr 10, 2024",OKC vs. SAS,W,26,10,18,0.556,1,3,0.333,5,5,1.0,0,6,6,5,0,0,1,1,26,26,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022301153,"Apr 09, 2024",OKC vs. SAC,W,38,11,21,0.524,2,3,0.667,16,20,0.8,1,6,7,4,2,2,5,2,40,6,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022301082,"Mar 31, 2024",OKC @ NYK,W,35,7,16,0.438,1,4,0.25,4,4,1.0,1,1,2,3,1,0,2,4,19,-15,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022301046,"Mar 26, 2024",OKC @ NOP,W,38,9,20,0.45,1,3,0.333,5,6,0.833,2,3,5,8,2,0,0,1,24,14,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022301030,"Mar 24, 2024",OKC @ MIL,L,30,5,12,0.417,0,3,0.0,2,3,0.667,0,3,3,2,3,1,4,0,12,-17,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022301012,"Mar 22, 2024",OKC @ TOR,W,33,9,20,0.45,1,5,0.2,4,6,0.667,1,6,7,8,3,1,6,4,23,7,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022301000,"Mar 20, 2024",OKC vs. UTA,W,33,12,22,0.545,2,4,0.5,5,6,0.833,1,2,3,7,4,0,1,3,31,5,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300972,"Mar 16, 2024",OKC @ MEM,W,35,8,16,0.5,1,4,0.25,3,6,0.5,1,6,7,3,0,1,3,2,20,7,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300959,"Mar 14, 2024",OKC vs. DAL,W,37,9,16,0.563,1,4,0.25,12,15,0.8,1,8,9,5,2,0,1,2,31,16,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300941,"Mar 12, 2024",OKC vs. IND,L,37,12,27,0.444,1,7,0.143,5,6,0.833,2,8,10,5,2,1,4,4,30,-9,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300931,"Mar 10, 2024",OKC vs. MEM,W,27,8,14,0.571,5,7,0.714,2,2,1.0,0,2,2,6,0,0,1,2,23,29,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300914,"Mar 08, 2024",OKC vs. MIA,W,36,13,25,0.52,2,7,0.286,9,11,0.818,0,5,5,6,1,2,1,2,37,17,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300900,"Mar 06, 2024",OKC @ POR,W,36,13,23,0.565,0,3,0.0,11,12,0.917,0,3,3,5,1,1,4,2,37,3,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300884,"Mar 04, 2024",OKC @ LAL,L,30,5,13,0.385,1,2,0.5,9,9,1.0,2,5,7,4,4,2,4,3,20,-9,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300878,"Mar 03, 2024",OKC @ PHX,W,38,15,27,0.556,0,5,0.0,5,7,0.714,0,8,8,9,3,3,1,4,35,13,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300853,"Feb 29, 2024",OKC @ SAS,L,35,12,22,0.545,1,1,1.0,6,7,0.857,1,5,6,3,1,1,1,4,31,-7,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300841,"Feb 27, 2024",OKC vs. HOU,W,32,11,21,0.524,4,6,0.667,5,6,0.833,2,6,8,3,1,0,2,2,31,6,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300822,"Feb 25, 2024",OKC @ HOU,W,37,13,23,0.565,2,3,0.667,8,9,0.889,0,5,5,7,3,1,4,2,36,17,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300809,"Feb 23, 2024",OKC vs. WAS,W,30,10,17,0.588,1,3,0.333,9,9,1.0,0,7,7,9,1,1,1,3,30,38,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300799,"Feb 22, 2024",OKC vs. LAC,W,35,12,19,0.632,3,6,0.5,4,6,0.667,0,4,4,8,1,2,2,1,31,21,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300772,"Feb 13, 2024",OKC @ ORL,W,34,11,24,0.458,1,1,1.0,9,10,0.9,0,3,3,5,2,1,1,5,32,0,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300760,"Feb 11, 2024",OKC vs. SAC,W,39,15,26,0.577,3,4,0.75,5,9,0.556,0,3,3,7,1,2,1,0,38,16,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300748,"Feb 10, 2024",OKC @ DAL,L,29,9,16,0.563,0,0,0.0,7,8,0.875,2,4,6,5,0,1,3,1,25,-31,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300724,"Feb 06, 2024",OKC @ UTA,L,36,11,22,0.5,2,3,0.667,4,5,0.8,1,3,4,7,1,1,2,1,28,-3,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300710,"Feb 04, 2024",OKC vs. TOR,W,48,9,17,0.529,2,5,0.4,3,3,1.0,1,8,9,14,2,3,2,5,23,7,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300695,"Feb 02, 2024",OKC vs. CHA,W,30,11,15,0.733,1,1,1.0,8,10,0.8,0,3,3,9,5,3,3,2,31,34,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300682,"Jan 31, 2024",OKC vs. DEN,W,36,10,22,0.455,2,3,0.667,12,13,0.923,1,6,7,5,1,2,2,4,34,-1,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300664,"Jan 29, 2024",OKC vs. MIN,L,39,10,18,0.556,2,3,0.667,15,16,0.938,2,5,7,8,2,0,4,2,37,5,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300654,"Jan 28, 2024",OKC @ DET,L,29,13,20,0.65,1,1,1.0,4,5,0.8,3,2,5,4,1,0,3,3,31,-6,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300640,"Jan 26, 2024",OKC @ NOP,W,32,10,21,0.476,3,8,0.375,8,9,0.889,0,4,4,5,2,1,4,0,31,12,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300622,"Jan 24, 2024",OKC @ SAS,W,29,9,15,0.6,2,2,1.0,12,12,1.0,2,4,6,10,2,1,4,3,32,20,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300617,"Jan 23, 2024",OKC vs. POR,W,35,10,24,0.417,0,3,0.0,13,17,0.765,2,4,6,10,5,0,3,3,33,17,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300599,"Jan 20, 2024",OKC @ MIN,W,37,10,22,0.455,1,2,0.5,12,13,0.923,1,1,2,6,2,0,2,0,33,14,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300581,"Jan 18, 2024",OKC @ UTA,W,35,8,15,0.533,0,1,0.0,15,17,0.882,1,5,6,6,1,1,4,4,31,-1,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300568,"Jan 16, 2024",OKC @ LAC,L,34,6,16,0.375,0,3,0.0,7,8,0.875,1,1,2,4,0,2,2,4,19,-19,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300565,"Jan 15, 2024",OKC @ LAL,L,34,9,19,0.474,1,6,0.167,5,5,1.0,0,3,3,6,1,1,3,3,24,-12,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300546,"Jan 13, 2024",OKC vs. ORL,W,36,13,20,0.65,0,4,0.0,11,12,0.917,2,4,6,7,3,1,0,2,37,14,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300529,"Jan 11, 2024",OKC vs. POR,W,21,11,15,0.733,1,3,0.333,8,8,1.0,1,4,5,4,0,1,2,2,31,41,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300522,"Jan 10, 2024",OKC @ MIA,W,34,11,17,0.647,2,5,0.4,4,5,0.8,0,2,2,8,1,1,3,3,28,-3,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300508,"Jan 08, 2024",OKC @ WAS,W,36,11,17,0.647,2,3,0.667,8,10,0.8,1,5,6,5,3,1,3,5,32,3,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300481,"Jan 05, 2024",OKC @ BKN,L,36,11,19,0.579,2,5,0.4,10,15,0.667,1,8,9,6,0,0,2,5,34,-10,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300467,"Jan 03, 2024",OKC @ ATL,L,35,11,24,0.458,2,3,0.667,9,11,0.818,1,12,13,8,0,0,2,2,33,2,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300462,"Jan 02, 2024",OKC vs. BOS,W,37,14,22,0.636,3,5,0.6,5,8,0.625,0,6,6,7,1,0,0,5,36,3,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300447,"Dec 31, 2023",OKC vs. BKN,W,35,7,15,0.467,1,2,0.5,9,9,1.0,0,4,4,6,0,0,1,2,24,9,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300435,"Dec 29, 2023",OKC @ DEN,W,33,14,20,0.7,2,3,0.667,10,10,1.0,0,4,4,3,2,1,1,3,40,21,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300419,"Dec 27, 2023",OKC vs. NYK,W,36,13,23,0.565,2,5,0.4,8,9,0.889,1,6,7,8,2,2,1,0,36,12,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300411,"Dec 26, 2023",OKC vs. MIN,W,33,14,19,0.737,0,3,0.0,6,7,0.857,0,6,6,9,2,1,3,3,34,16,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300397,"Dec 23, 2023",OKC vs. LAL,L,38,12,21,0.571,1,5,0.2,9,10,0.9,1,4,5,7,3,0,3,2,34,-6,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300379,"Dec 21, 2023",OKC vs. LAC,W,32,11,25,0.44,1,6,0.167,8,9,0.889,2,6,8,4,4,2,1,0,31,9,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300355,"Dec 18, 2023",OKC vs. MEM,W,28,8,18,0.444,1,3,0.333,13,14,0.929,0,9,9,5,4,0,2,4,30,30,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300340,"Dec 16, 2023",OKC @ DEN,W,37,9,20,0.45,0,2,0.0,7,8,0.875,0,6,6,8,2,0,2,1,25,3,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300324,"Dec 14, 2023",OKC @ SAC,L,38,13,27,0.481,1,5,0.2,16,18,0.889,2,4,6,9,2,0,3,2,43,3,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300302,"Dec 11, 2023",OKC vs. UTA,W,28,12,17,0.706,0,1,0.0,6,6,1.0,1,3,4,7,3,0,1,1,30,35,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022301222,"Dec 08, 2023",OKC vs. GSW,W,42,15,30,0.5,0,3,0.0,8,11,0.727,3,2,5,5,5,1,0,4,38,11,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022301212,"Dec 06, 2023",OKC @ HOU,L,37,13,18,0.722,0,0,0.0,7,9,0.778,0,3,3,6,6,1,2,4,33,-6,1,Shai Gilgeous-Alexander,2023-24
22023,1628983,0022300287,"Dec 02, 2023",OKC @ DAL,W,39,6,13,0.462,2,3,0.667,3,4,0.75,1,2,3,9,5,1,2,4,17,8,1,Shai Gilgeous-Alexander,2023-24
