player_name,n_games_2024_25,historical_dd_count,historical_dd_rate,simulated_dd_rate,dd_rate_gap,dd_rate_ratio,avg_pts,avg_reb,avg_ast,avg_stl,avg_blk,stats_above_10
Domantas Sabonis,72,63,0.875,0.804,0.07099999999999995,1.0883084577114428,18.875,13.86111111111111,5.930555555555555,0.7083333333333334,0.3611111111111111,2
Karl-Anthony Towns,73,59,0.8082191780821918,0.762,0.04621917808219178,1.0606550893467084,24.356164383561644,12.753424657534246,3.0684931506849313,0.9726027397260274,0.684931506849315,2
LeBron James,70,32,0.45714285714285713,0.506,-0.04885714285714288,0.9034443817052512,24.428571428571427,7.8,8.214285714285714,1.0,0.5571428571428572,1
Anthony Davis,52,37,0.7115384615384616,0.767,-0.05546153846153845,0.9276903018754388,24.673076923076923,11.596153846153847,3.5,1.1730769230769231,2.1346153846153846,2
Nikola Jokić,72,61,0.8472222222222222,0.927,-0.07977777777777784,0.9139398297974349,29.25,12.76388888888889,10.291666666666666,1.8194444444444444,0.6388888888888888,3
Giannis Antetokounmpo,68,56,0.8235294117647058,0.91,-0.08647058823529419,0.9049773755656108,30.485294117647058,11.941176470588236,6.4411764705882355,0.8529411764705882,1.1470588235294117,2
Julius Randle,70,14,0.2,0.305,-0.10499999999999998,0.6557377049180328,18.67142857142857,7.057142857142857,4.7,0.7,0.24285714285714285,1
Bam Adebayo,79,39,0.4936708860759494,0.622,-0.1283291139240506,0.7936830965851276,18.037974683544302,9.632911392405063,4.291139240506329,1.240506329113924,0.6708860759493671,1
Pascal Siakam,79,12,0.1518987341772152,0.498,-0.3461012658227848,0.30501753850846425,20.379746835443036,7.025316455696203,3.3797468354430378,0.8987341772151899,0.5316455696202531,1
