,NAME,Position,eb_FG_estimate,FG_alpha,FG_beta,eb_FT_estimate,FT_alpha,FT_beta,eb_3P_estimate,3P_alpha,3P_beta
91,Jordan Poole,G,0.45185679313064875,90.70105521815613,109.17156793395436,0.8189778204749413,23.04026141963799,5.533406822421533,0.34573449272492435,2.7828371664734424,5.4061607067098825
92,Josh Giddey,G,0.45180715043241126,90.70105521815613,109.17156793395436,0.8082878502955233,23.04026141963799,5.533406822421533,0.3007978597228564,2.7828371664734424,5.4061607067098825
93,Josh Hart,G,0.4577591391895963,90.70105521815613,109.17156793395436,0.8135234604146253,23.04026141963799,5.533406822421533,0.34855739803960767,2.7828371664734424,5.4061607067098825
94,Jrue Holiday,G,0.4536638192293928,90.70105521815613,109.17156793395436,0.0,23.04026141963799,5.533406822421533,0.3384690730566719,2.7828371664734424,5.4061607067098825
95,Julius Randle,F-C,0.5248777037609711,32.17612172546165,27.344806602137755,0.7557531614057559,29.542146455562055,10.100700097378843,0.3165927541295302,11.070113697699828,25.530621924052834
96,Karl-Anthony Towns,C-F,0.5180362940403724,23.635134544009638,19.255955000091106,0.7596863401293987,48.56218141746356,15.879826742983077,0.26831481784954997,0.4669306114810614,1.626257876407367
97,Kawhi Leonard,F,0.4970358766514966,34.99085867903995,36.55678897036846,0.7731467921868876,30.430329859332772,9.328210755304935,0.3364129836389942,1.5308388142484306,3.2945762473932465
98,Keegan Murray,F,0.4743232658131342,34.99085867903995,36.55678897036846,0.7714407037666164,30.430329859332772,9.328210755304935,0.3486394820923728,1.5308388142484306,3.2945762473932465
99,Keldon Johnson,G,0.45396811981351376,90.70105521815613,109.17156793395436,0.8106652117827129,23.04026141963799,5.533406822421533,0.3416666071988482,2.7828371664734424,5.4061607067098825
100,Kelly Oubre Jr.,F,0.48082074245047884,34.99085867903995,36.55678897036846,0.7666514009313137,30.430329859332772,9.328210755304935,0.3313782196289093,1.5308388142484306,3.2945762473932465
101,Kentavious Caldwell-Pope,G,0.45677287308164854,90.70105521815613,109.17156793395436,0.7970376013909798,23.04026141963799,5.533406822421533,0.3745376645810606,2.7828371664734424,5.4061607067098825
102,Kevin Durant,F-G,0.48186760815476964,86.21196888219178,92.63433452303207,0.8012015766337652,18.714294971875105,4.955971376161066,0.3536352559404263,56.40211760164322,103.35643492283856
103,Kevin Huerter,G,0.450073487766399,90.70105521815613,109.17156793395436,0.8034475000463995,23.04026141963799,5.533406822421533,0.30625109055702837,2.7828371664734424,5.4061607067098825
104,Kevin Porter Jr.,G,0.4553765021540473,90.70105521815613,109.17156793395436,0.8089805664420612,23.04026141963799,5.533406822421533,0.3947789482039683,2.7828371664734424,5.4061607067098825
105,Kevon Looney,F-C,0.5421465306656577,32.17612172546165,27.344806602137755,0.7446341442211184,29.542146455562055,10.100700097378843,0.0,11.070113697699828,25.530621924052834
106,Keyonte George,G,0.45126268881873055,90.70105521815613,109.17156793395436,0.8105738331814069,23.04026141963799,5.533406822421533,0.34006988554943574,2.7828371664734424,5.4061607067098825
107,Khris Middleton,F-G,0.4835282928113601,86.21196888219178,92.63433452303207,0.7926430184082215,18.714294971875105,4.955971376161066,0.35356484043090397,56.40211760164322,103.35643492283856
108,Klay Thompson,G-F,0.4677231622131469,90.53494371754883,103.77130135540531,0.8057886489581934,30.612642239951633,7.867438537600101,0.3498471532111405,34.97276827138279,67.18160059400834
109,Kyle Anderson,F-G,0.4784009962219147,86.21196888219178,92.63433452303207,0.7814305788287513,18.714294971875105,4.955971376161066,0.3523915717393661,56.40211760164322,103.35643492283856
110,Kyle Kuzma,F,0.4821086205332097,34.99085867903995,36.55678897036846,0.764391959369541,30.430329859332772,9.328210755304935,0.298306861584873,1.5308388142484306,3.2945762473932465
111,Kyrie Irving,G,0.4605312641331462,90.70105521815613,109.17156793395436,0.8189623520785143,23.04026141963799,5.533406822421533,0.3844859366112141,2.7828371664734424,5.4061607067098825
112,LaMelo Ball,G,0.45105020597873297,90.70105521815613,109.17156793395436,0.8133261983554134,23.04026141963799,5.533406822421533,0.31999729178171893,2.7828371664734424,5.4061607067098825
113,Lauri Markkanen,F-C,0.5121807801347695,32.17612172546165,27.344806602137755,0.7745918763244349,29.542146455562055,10.100700097378843,0.3170769431678002,11.070113697699828,25.530621924052834
114,LeBron James,F-G,0.49261955483703057,86.21196888219178,92.63433452303207,0.7866072028991935,18.714294971875105,4.955971376161066,0.35472716486474104,56.40211760164322,103.35643492283856
115,Malcolm Brogdon,G,0.4537441338143595,90.70105521815613,109.17156793395436,0.814668467126579,23.04026141963799,5.533406822421533,0.35926151415591445,2.7828371664734424,5.4061607067098825
116,Malik Monk,G,0.45036676365805584,90.70105521815613,109.17156793395436,0.8148239415456231,23.04026141963799,5.533406822421533,0.27732673144286807,2.7828371664734424,5.4061607067098825
117,Marcus Smart,G,0.45308711158044906,90.70105521815613,109.17156793395436,0.7977964521914319,23.04026141963799,5.533406822421533,0.34486638610022735,2.7828371664734424,5.4061607067098825
118,Michael Porter Jr.,F,0.4782777701809253,34.99085867903995,36.55678897036846,0.7711579032699706,30.430329859332772,9.328210755304935,0.32587865392112575,1.5308388142484306,3.2945762473932465
119,Mikal Bridges,F-G,0.47693432110869277,86.21196888219178,92.63433452303207,0.8105387536009108,18.714294971875105,4.955971376161066,0.35045618974207166,56.40211760164322,103.35643492283856
120,Mike Conley,G,0.45618889541753593,90.70105521815613,109.17156793395436,0.81586716658065,23.04026141963799,5.533406822421533,0.4209035565301987,2.7828371664734424,5.4061607067098825
121,Miles Bridges,G-F,0.4665915851029674,90.53494371754883,103.77130135540531,0.8027822961520327,30.612642239951633,7.867438537600101,0.3412847221633907,34.97276827138279,67.18160059400834
122,Myles Turner,C-F,0.5574499990578907,23.635134544009638,19.255955000091106,0.7529796158968386,48.56218141746356,15.879826742983077,0.3777262268331922,0.4669306114810614,1.626257876407367
123,Naz Reid,F,0.48190489485796817,34.99085867903995,36.55678897036846,0.7558427450265413,30.430329859332772,9.328210755304935,0.37035497580199733,1.5308388142484306,3.2945762473932465
124,Nic Claxton,C,0.609884911073746,25.321389968618398,16.267017301381586,0.6097637302795883,11.298709417261428,5.925798260326362,0.0,0.1661969325996309,1.1041625851149328
125,Nick Richards,F-C,0.5573748447558886,32.17612172546165,27.344806602137755,0.7504448880061052,29.542146455562055,10.100700097378843,0.0,11.070113697699828,25.530621924052834
126,Norman Powell,G,0.45213850448203563,90.70105521815613,109.17156793395436,0.8095641726771741,23.04026141963799,5.533406822421533,0.3657266975826413,2.7828371664734424,5.4061607067098825
127,OG Anunoby,F,0.48438692712242853,34.99085867903995,36.55678897036846,0.7576073705292907,30.430329859332772,9.328210755304935,0.3719060384755513,1.5308388142484306,3.2945762473932465
128,Onyeka Okongwu,F,0.5082189983369756,34.99085867903995,36.55678897036846,0.7604514699413752,30.430329859332772,9.328210755304935,0.3434247807893759,1.5308388142484306,3.2945762473932465
129,P.J. Washington,F,0.48306059013863956,34.99085867903995,36.55678897036846,0.7565256270625184,30.430329859332772,9.328210755304935,0.35365745810487687,1.5308388142484306,3.2945762473932465
130,Paolo Banchero,F,0.4687519322681049,34.99085867903995,36.55678897036846,0.7733121511927612,30.430329859332772,9.328210755304935,0.27811188086616667,1.5308388142484306,3.2945762473932465
131,Pascal Siakam,F-C,0.5424456409275941,32.17612172546165,27.344806602137755,0.7476556258119956,29.542146455562055,10.100700097378843,0.3105815900264928,11.070113697699828,25.530621924052834
132,Paul George,F-G,0.48233089448910305,86.21196888219178,92.63433452303207,0.8233539227180582,18.714294971875105,4.955971376161066,0.3576206648423138,56.40211760164322,103.35643492283856
133,Payton Pritchard,G,0.4538114847602889,90.70105521815613,109.17156793395436,0.8094074429219142,23.04026141963799,5.533406822421533,0.3871586553923101,2.7828371664734424,5.4061607067098825
134,RJ Barrett,G-F,0.47370875849036154,90.53494371754883,103.77130135540531,0.7863805458522823,30.612642239951633,7.867438537600101,0.3415065811674242,34.97276827138279,67.18160059400834
135,Rudy Gobert,C,0.6322583474221495,25.321389968618398,16.267017301381586,0.6466704104848972,11.298709417261428,5.925798260326362,0.0,0.1661969325996309,1.1041625851149328
136,Rui Hachimura,F,0.4995931192111844,34.99085867903995,36.55678897036846,0.7674254309216821,30.430329859332772,9.328210755304935,0.389485451197338,1.5308388142484306,3.2945762473932465
137,Russell Westbrook,G,0.4545228061934859,90.70105521815613,109.17156793395436,0.7989493653405357,23.04026141963799,5.533406822421533,0.3408927602589364,2.7828371664734424,5.4061607067098825
138,Scoot Henderson,G,0.4504810952446453,90.70105521815613,109.17156793395436,0.8054892140200586,23.04026141963799,5.533406822421533,0.369061160080984,2.7828371664734424,5.4061607067098825
139,Scottie Barnes,G-F,0.46558725964793607,90.53494371754883,103.77130135540531,0.798737596152956,30.612642239951633,7.867438537600101,0.33632460188558094,34.97276827138279,67.18160059400834
140,Scotty Pippen Jr.,G,0.45633508416176677,90.70105521815613,109.17156793395436,0.8096114802643478,23.04026141963799,5.533406822421533,0.32783741672222033,2.7828371664734424,5.4061607067098825
