extraction_date,extraction_timestamp,season,fantasy_team_id,fantasy_team_name,fantasy_team_abbrev,team_owner,player_name,player_id_espn,position,eligible_positions,pro_team,currently_rostered,injury_status,acquisition_type,season_avg_pts,season_total_pts,nine_cat_pts,nine_cat_blk,nine_cat_stl,nine_cat_ast,nine_cat_reb,nine_cat_to,nine_cat_3pm,nine_cat_fg%,nine_cat_ft%
2025-10-27,2025-10-27T15:29:59.093209,2026,5,Jay Stat,FEZ,,Shai Gilgeous-Alexander,4278073,PG,"PG,G,G/F,UT,BE,IR",OKC,True,ACTIVE,"D,R,A,F,T",0,0,40.0,1.3,1.7,5.0,6.0,2.3,1.7,0.527,0.841
2025-10-27,2025-10-27T15:29:59.093209,2026,5,Jay Stat,FEZ,,Donovan Mitchell,3908809,SG,"PG,SG,G,SG/SF,G/F,UT,BE,IR",CLE,True,ACTIVE,"D,R,A,F,T",0,0,30.0,0.3,2.0,4.7,2.3,3.7,3.0,0.517,0.76
2025-10-27,2025-10-27T15:29:59.093209,2026,5,Jay Stat,FEZ,,Paolo Banchero,4432573,PF,"SF,PF,F,SG/SF,G/F,PF/C,F/C,UT,BE,IR",ORL,True,ACTIVE,"D,R,A,F,T",0,0,19.7,1.0,0.7,1.0,9.0,2.7,0.7,0.34,0.75
2025-10-27,2025-10-27T15:29:59.093209,2026,5,Jay Stat,FEZ,,Jalen Duren,4433621,C,"C,PF/C,F/C,UT,BE,IR",DET,True,ACTIVE,"D,R,A,F,T",0,0,15.0,1.7,0.7,0.7,10.0,2.0,0.0,0.571,0.867
2025-10-27,2025-10-27T15:29:59.093209,2026,5,Jay Stat,FEZ,,Darius Garland,4396907,PG,"PG,G,G/F,UT,BE,IR",CLE,True,OUT,"D,R,A,F,T",0,0,,,,,,,,,
2025-10-27,2025-10-27T15:29:59.093209,2026,5,Jay Stat,FEZ,,Anfernee Simons,4351851,SG,"PG,SG,G,SG/SF,G/F,UT,BE,IR",BOS,True,ACTIVE,"D,R,A,F,T",0,0,11.7,0.3,1.3,1.7,2.0,1.3,1.7,0.438,0.667
2025-10-27,2025-10-27T15:29:59.093209,2026,5,Jay Stat,FEZ,,Donovan Clingan,5105565,C,"C,PF/C,F/C,UT,BE,IR",POR,True,ACTIVE,"D,R,A,F,T",0,0,10.3,1.0,1.0,2.0,8.0,0.7,1.3,0.588,1.0
2025-10-27,2025-10-27T15:29:59.093209,2026,5,Jay Stat,FEZ,,Kel'el Ware,5105623,C,"C,PF/C,F/C,UT,BE,IR",MIA,True,ACTIVE,"D,R,A,F,T",0,0,10.3,0.7,1.0,0.3,7.0,1.3,1.0,0.619,1.0
2025-10-27,2025-10-27T15:29:59.093209,2026,5,Jay Stat,FEZ,,Klay Thompson,6475,SG,"SG,SF,G,F,SG/SF,G/F,F/C,UT,BE,IR",DAL,True,ACTIVE,"D,R,A,F,T",0,0,9.3,0.3,0.3,1.3,3.3,1.0,1.3,0.37,1.0
2025-10-27,2025-10-27T15:29:59.093209,2026,5,Jay Stat,FEZ,,Quentin Grimes,4397014,SG,"SG,G,SG/SF,G/F,UT,BE,IR",PHL,True,ACTIVE,"D,R,A,F,T",0,0,17.0,0.0,0.0,4.5,4.0,3.5,3.5,0.455,0.778
2025-10-27,2025-10-27T15:29:59.093209,2026,5,Jay Stat,FEZ,,Jared McCain,4683778,SG,"SG,G,SG/SF,G/F,UT,BE,IR",PHL,True,OUT,"D,R,A,F,T",0,0,,,,,,,,,
2025-10-27,2025-10-27T15:29:59.093209,2026,5,Jay Stat,FEZ,,Jaime Jaquez Jr.,4432848,SF,"SG,SF,G,F,SG/SF,G/F,F/C,UT,BE,IR",MIA,True,ACTIVE,"A,D,D",0,0,15.7,0.0,1.3,4.0,7.0,2.0,0.0,0.71,0.6
2025-10-27,2025-10-27T15:29:59.093209,2026,5,Jay Stat,FEZ,,Cole Anthony,4432809,PG,"PG,G,G/F,UT,BE,IR",MIL,True,DAY_TO_DAY,"A,D,D",0,0,16.0,0.5,1.0,6.0,3.0,1.0,1.5,0.684,0.429
2025-10-27,2025-10-27T15:29:59.093209,2026,6,Cold Beans,win,,Victor Wembanyama,5104157,C,"C,PF/C,F/C,UT,BE,IR",SAS,True,ACTIVE,"D,R,A,F,T",0,0,33.3,6.0,1.7,2.3,13.3,0.7,1.3,0.569,0.733
2025-10-27,2025-10-27T15:29:59.093209,2026,6,Cold Beans,win,,Pascal Siakam,3149673,PF,"PF,F,G/F,PF/C,F/C,UT,BE,IR",IND,True,ACTIVE,"D,R,A,F,T",0,0,26.0,0.3,1.3,6.0,10.3,1.7,2.7,0.459,0.538
2025-10-27,2025-10-27T15:29:59.093209,2026,6,Cold Beans,win,,LeBron James,1966,SF,"SF,PF,F,SG/SF,G/F,PF/C,F/C,UT,BE,IR",LAL,True,OUT,"D,R,A,F,T",0,0,,,,,,,,,
2025-10-27,2025-10-27T15:29:59.093209,2026,6,Cold Beans,win,,Zach LaVine,3064440,SG,"SG,SF,G,F,SG/SF,G/F,F/C,UT,BE,IR",SAC,True,ACTIVE,"D,R,A,F,T",0,0,31.0,0.3,0.0,0.7,2.7,1.7,3.3,0.53,0.929
2025-10-27,2025-10-27T15:29:59.093209,2026,6,Cold Beans,win,,Miles Bridges,4066383,SF,"SF,PF,F,SG/SF,G/F,PF/C,F/C,UT,BE,IR",CHA,True,ACTIVE,"D,R,A,F,T",0,0,19.3,0.0,0.7,4.7,8.0,0.7,2.3,0.4,0.882
2025-10-27,2025-10-27T15:29:59.093209,2026,6,Cold Beans,win,,Onyeka Okongwu,4431680,C,"C,PF/C,F/C,UT,BE,IR",ATL,True,ACTIVE,"D,R,A,F,T",0,0,15.3,1.3,0.7,2.7,7.3,0.7,1.0,0.529,0.875
2025-10-27,2025-10-27T15:29:59.093209,2026,6,Cold Beans,win,,Keyonte George,4433627,PG,"PG,SG,G,SG/SF,G/F,UT,BE,IR",UTA,True,ACTIVE,"D,R,A,F,T",0,0,17.0,0.5,1.0,9.5,2.0,3.5,1.0,0.407,0.909
2025-10-27,2025-10-27T15:29:59.093209,2026,6,Cold Beans,win,,Draymond Green,6589,PF,"PF,C,F,G/F,PF/C,F/C,UT,BE,IR",GSW,True,ACTIVE,"D,R,A,F,T",0,0,11.0,1.0,0.3,7.3,6.0,3.3,2.0,0.571,0.429
2025-10-27,2025-10-27T15:29:59.093209,2026,6,Cold Beans,win,,Egor Demin,5175643,PG,"PG,G,G/F,UT,BE,IR",BKN,True,OUT,"D,R,A,F,T",0,0,8.7,0.0,0.3,2.3,5.0,2.3,2.7,0.5,1.0
2025-10-27,2025-10-27T15:29:59.093209,2026,6,Cold Beans,win,,Bub Carrington,4845374,PG,"PG,SG,G,SG/SF,G/F,UT,BE,IR",WAS,True,ACTIVE,"D,R,A,F,T",0,0,7.3,0.0,1.7,3.3,3.7,1.3,1.3,0.304,0.667
2025-10-27,2025-10-27T15:29:59.093209,2026,6,Cold Beans,win,,Kyle Kuzma,3134907,PF,"SF,PF,F,SG/SF,G/F,PF/C,F/C,UT,BE,IR",MIL,True,DAY_TO_DAY,"A,D,D",0,0,10.0,1.5,1.5,1.5,3.5,1.0,0.0,0.6,1.0
2025-10-27,2025-10-27T15:29:59.093209,2026,6,Cold Beans,win,,Tre Jones,4395626,PG,"PG,G,G/F,UT,BE,IR",CHI,True,ACTIVE,"A,D,D",0,0,12.5,0.0,4.0,8.0,3.0,2.5,1.0,0.533,0.7
2025-10-27,2025-10-27T15:29:59.093209,2026,6,Cold Beans,win,,Grayson Allen,3135045,SG,"PG,SG,G,SG/SF,G/F,UT,BE,IR",PHO,True,ACTIVE,"A,D,D",0,0,15.7,0.3,1.0,5.7,3.3,1.3,3.7,0.444,1.0
2025-10-27,2025-10-27T15:29:59.093209,2026,8,Team Boricua Squad,DE L,,Luka Doncic,3945274,PG,"PG,G,G/F,UT,BE,IR",LAL,True,OUT,"D,R,A,F,T",0,0,46.0,0.5,1.0,8.5,11.5,3.0,3.5,0.62,0.793
2025-10-27,2025-10-27T15:29:59.093209,2026,8,Team Boricua Squad,DE L,,Jalen Williams,4593803,PF,"SF,PF,C,F,SG/SF,G/F,PF/C,F/C,UT,BE,IR",OKC,True,OUT,"D,R,A,F,T",0,0,,,,,,,,,
2025-10-27,2025-10-27T15:29:59.093209,2026,8,Team Boricua Squad,DE L,,Scottie Barnes,4433134,SF,"SG,SF,PF,G,F,SG/SF,G/F,PF/C,F/C,UT,BE,IR",TOR,True,ACTIVE,"D,R,A,F,T",0,0,24.0,0.7,1.7,6.0,7.3,3.0,1.7,0.528,0.846
2025-10-27,2025-10-27T15:29:59.093209,2026,8,Team Boricua Squad,DE L,,Josh Hart,3062679,SF,"SG,SF,G,F,SG/SF,G/F,F/C,UT,BE,IR",NYK,True,ACTIVE,"D,R,A,F,T",0,0,4.0,0.0,0.5,4.0,9.5,1.5,0.0,0.231,0.5
2025-10-27,2025-10-27T15:29:59.093209,2026,8,Team Boricua Squad,DE L,,Michael Porter Jr.,4278104,SF,"SF,PF,F,SG/SF,G/F,PF/C,F/C,UT,BE,IR",BKN,True,ACTIVE,"D,R,A,F,T",0,0,19.7,0.0,1.0,4.0,6.0,0.7,3.3,0.442,0.5
2025-10-27,2025-10-27T15:29:59.093209,2026,8,Team Boricua Squad,DE L,,Paul George,4251,SF,"SF,PF,F,SG/SF,G/F,PF/C,F/C,UT,BE,IR",PHL,True,OUT,"D,R,A,F,T",0,0,,,,,,,,,
2025-10-27,2025-10-27T15:29:59.093209,2026,8,Team Boricua Squad,DE L,,Tari Eason,4433192,SF,"SF,PF,F,SG/SF,G/F,PF/C,F/C,UT,BE,IR",HOU,True,ACTIVE,"D,R,A,F,T",0,0,3.5,0.5,0.5,1.0,5.5,2.5,0.5,0.273,0.0
2025-10-27,2025-10-27T15:29:59.093209,2026,8,Team Boricua Squad,DE L,,Naz Reid,4396971,C,"PF,C,F,G/F,PF/C,F/C,UT,BE,IR",MIN,True,ACTIVE,"D,R,A,F,T",0,0,9.0,1.0,1.3,1.7,6.0,1.7,0.7,0.4,0.833
2025-10-27,2025-10-27T15:29:59.093209,2026,8,Team Boricua Squad,DE L,,Herbert Jones,4277813,SF,"SF,PF,F,SG/SF,G/F,PF/C,F/C,UT,BE,IR",NOP,True,ACTIVE,"D,R,A,F,T",0,0,8.5,0.5,2.0,2.5,8.0,2.0,1.5,0.273,1.0
2025-10-27,2025-10-27T15:29:59.093209,2026,8,Team Boricua Squad,DE L,,Isaiah Collier,4683766,PG,"PG,G,G/F,UT,BE,IR",UTA,True,OUT,"D,R,A,F,T",0,0,,,,,,,,,
2025-10-27,2025-10-27T15:29:59.093209,2026,8,Team Boricua Squad,DE L,,Keegan Murray,4594327,PF,"SF,PF,F,SG/SF,G/F,PF/C,F/C,UT,BE,IR",SAC,True,OUT,"D,R,A,F,T",0,0,,,,,,,,,
2025-10-27,2025-10-27T15:29:59.093209,2026,8,Team Boricua Squad,DE L,,Jordan Clarkson,2528426,SG,"SG,SF,G,F,SG/SF,G/F,F/C,UT,BE,IR",NYK,True,ACTIVE,"D,R,A,F,T",0,0,6.0,0.3,0.0,1.0,2.3,0.7,0.7,0.261,0.8
2025-10-27,2025-10-27T15:29:59.093209,2026,8,Team Boricua Squad,DE L,,Gary Trent Jr.,4277843,SG,"SG,G,SG/SF,G/F,UT,BE,IR",MIL,True,ACTIVE,"A,D,D",0,0,14.3,0.0,1.3,2.7,2.0,1.0,3.3,0.417,0.5
2025-10-27,2025-10-27T15:29:59.093209,2026,10,KL2 LLC,Hu,,Anthony Davis,6583,C,"PF,C,F,G/F,PF/C,F/C,UT,BE,IR",DAL,True,ACTIVE,"D,R,A,F,T",0,0,24.7,1.7,2.3,2.7,12.0,2.7,0.7,0.491,0.692
2025-10-27,2025-10-27T15:29:59.093209,2026,10,KL2 LLC,Hu,,Nikola Vucevic,6478,C,"C,PF/C,F/C,UT,BE,IR",CHI,True,ACTIVE,"D,R,A,F,T",0,0,21.5,0.5,0.5,2.0,11.0,2.5,2.5,0.64,1.0
