Team,Wins,Losses,Win_Pct,Rank
1,1727,473,0.785,1
3,1588,612,0.7218181818181818,2
11,1566,634,0.7118181818181818,3
9,1520,680,0.6909090909090909,4
12,1367,833,0.6213636363636363,5
7,1230,970,0.5590909090909091,6
8,999,1201,0.4540909090909091,7
6,837,1363,0.38045454545454543,8
5,796,1404,0.3618181818181818,9
10,603,1597,0.2740909090909091,10
4,539,1661,0.245,11
2,428,1772,0.19454545454545455,12
